runn, x, y, z 
15652, -0.916589, 0.399830, 0.000000 
15653, -0.938445, 0.435638, 1.560980 
15654, -0.984759, 0.460221, 3.239938 
15655, -1.027414, 0.483611, 4.893531 
15656, -1.073245, 0.508666, 6.571017 
15657, -0.947903, 0.451568, 8.315972 
15658, -1.003167, 0.476533, 10.049930 
15659, -1.017671, 0.485538, 11.493397 
15660, -3.828627, 2.334405, 12.848357 
15661, -4.848804, 2.699414, 13.955256 
15662, -5.442600, 2.208781, 14.787766 
15663, -5.658297, 2.064451, 15.455763 
15664, -5.770684, 1.971275, 15.954377 
15665, -5.930029, 1.657419, 16.348255 
15666, -0.929064, 0.369918, 0.000000 
15667, -0.952401, 0.404217, 1.562181 
15668, -0.999471, 0.427331, 3.242430 
15669, -1.042901, 0.449239, 4.897295 
15670, -1.089446, 0.472974, 6.576072 
15671, -0.962178, 0.420292, 8.322369 
15672, -1.018020, 0.443920, 10.057660 
15673, -1.032764, 0.452548, 11.502237 
15674, -3.906929, 2.211257, 12.858241 
15675, -4.928290, 2.558819, 13.965991 
15676, -5.495853, 2.077556, 14.799141 
15677, -5.702133, 1.940093, 15.467652 
15678, -5.808649, 1.856428, 15.966651 
15679, -5.959591, 1.547758, 16.360830 
15680, -0.948203, 0.317664, 0.000000 
15681, -0.973906, 0.349238, 1.573628 
15682, -1.022163, 0.369778, 3.266190 
15683, -1.066805, 0.389083, 4.933181 
15684, -1.114488, 0.410502, 6.624259 
15685, -0.984278, 0.365553, 8.383352 
15686, -1.041043, 0.386857, 10.131359 
15687, -1.056180, 0.394824, 11.586521 
15688, -4.211372, 2.082381, 12.952461 
15689, -5.055233, 2.311995, 14.068328 
15690, -5.579901, 1.849264, 14.907583 
15691, -5.771020, 1.724413, 15.580994 
15692, -5.868501, 1.657534, 16.083649 
15693, -6.005619, 1.358242, 16.480717 
15694, -0.968749, 0.248044, 0.000000 
15695, -0.997183, 0.275836, 1.595088 
15696, -1.046779, 0.292927, 3.310732 
15697, -1.092767, 0.308737, 5.000456 
15698, -1.141766, 0.327058, 6.714596 
15699, -1.008422, 0.292436, 8.497679 
