runn, x, y, z 
134966, 5.839745, -1.377454, 56.146984 
134967, 5.839518, -1.378416, 56.281319 
134968, 5.839155, -1.379954, 56.462170 
134969, 5.838563, -1.382455, 56.743465 
134970, 5.837811, -1.385626, 57.152565 
134971, 5.832274, -1.408752, 57.666222 
134972, 5.821658, -1.451997, 58.349560 
134973, 5.815237, -1.477506, 59.274364 
134974, 5.845528, -1.352703, 60.609238 
134975, 5.842480, -1.365806, 62.471493 
134976, 5.819545, -1.460444, 64.969208 
134977, 5.809762, -1.498888, 67.710205 
134978, 5.810205, -1.497167, 70.152885 
134979, 5.807088, -1.509215, 71.878113 
134980, 5.804909, -1.517574, 73.052094 
134981, 5.808287, -1.504594, 73.913445 
134982, 5.807063, -1.509311, 74.575676 
134983, 5.806172, -1.512733, 75.090248 
134984, 5.805460, -1.515465, 75.473976 
134985, 5.804950, -1.517419, 75.748398 
134986, 5.804558, -1.518917, 75.958824 
134987, 5.804272, -1.520010, 76.112457 
134988, 5.852677, -1.321429, 56.142025 
134989, 5.852462, -1.322381, 56.276375 
134990, 5.852029, -1.324295, 56.457253 
134991, 5.851291, -1.327552, 56.738579 
134992, 5.850489, -1.331083, 57.147728 
134993, 5.845178, -1.354213, 57.661449 
134994, 5.835167, -1.396719, 58.344872 
134995, 5.829196, -1.421431, 59.269791 
134996, 5.857708, -1.298943, 60.604824 
134997, 5.854906, -1.311517, 62.467312 
134998, 5.833277, -1.404592, 64.965332 
134999, 5.824115, -1.442109, 67.706665 
135000, 5.824501, -1.440552, 70.149643 
135001, 5.821635, -1.452089, 71.875092 
135002, 5.819565, -1.460364, 73.049217 
135003, 5.822738, -1.447661, 73.910667 
135004, 5.821575, -1.452330, 74.572983 
135005, 5.820827, -1.455328, 75.087624 
135006, 5.820149, -1.458033, 75.471390 
135007, 5.819664, -1.459967, 75.745850 
135008, 5.819293, -1.461450, 75.956306 
135009, 5.819020, -1.462533, 76.109955 
135010, 5.873165, -1.227164, 56.233082 
135011, 5.872970, -1.228099, 56.366795 
135012, 5.872437, -1.230646, 56.546814 
135013, 5.871485, -1.235180, 56.826809 
135014, 5.870613, -1.239314, 57.234020 
135015, 5.865682, -1.262447, 57.745308 
135016, 5.856652, -1.303697, 58.425491 
135017, 5.851403, -1.327059, 59.346031 
135018, 5.877033, -1.208504, 60.674740 
135019, 5.874619, -1.220184, 62.528400 
135020, 5.855112, -1.310599, 65.014587 
135021, 5.846950, -1.346543, 67.742935 
135022, 5.847244, -1.345263, 70.174347 
135023, 5.844779, -1.355934, 71.891617 
135024, 5.842887, -1.364065, 73.060181 
135025, 5.845729, -1.351832, 73.917549 
135026, 5.844666, -1.356419, 74.576729 
135027, 5.844136, -1.358702, 75.088928 
135028, 5.843518, -1.361359, 75.470879 
135029, 5.843075, -1.363260, 75.744034 
135030, 5.842735, -1.364717, 75.953499 
135031, 5.842486, -1.365781, 76.106415 
135032, 5.901584, -1.082272, 56.220337 
135033, 5.901417, -1.083180, 56.354092 
135034, 5.900769, -1.086703, 56.534168 
135035, 5.899568, -1.093204, 56.814255 
