runn, x, y, z 
120458, 0.679259, 5.961427, 40.251770 
120459, 0.738743, 5.954348, 40.411251 
120460, 0.818131, 5.943960, 40.679459 
120461, 0.917901, 5.929372, 41.105618 
120462, 0.919403, 5.929140, 41.728962 
120463, 0.902398, 5.931752, 42.656281 
120464, 0.887243, 5.934037, 43.998394 
120465, 0.933680, 5.926908, 45.878067 
120466, 0.845164, 5.940176, 48.205307 
120467, 0.872671, 5.936198, 50.505459 
120468, 0.799750, 5.946461, 52.331436 
120469, 0.726812, 5.955816, 53.750889 
120470, 0.710092, 5.957833, 54.719940 
120471, 0.692718, 5.959877, 55.377285 
120472, 0.693888, 5.959742, 55.840260 
120473, 0.694893, 5.959624, 56.193352 
120474, 0.695685, 5.959532, 56.422016 
120475, 0.696233, 5.959468, 56.580524 
120476, 0.472422, 5.981372, 40.140915 
120477, 0.530601, 5.976492, 40.298382 
120478, 0.608269, 5.969088, 40.563210 
120479, 0.706901, 5.958212, 40.983997 
120480, 0.706761, 5.958229, 41.599483 
120481, 0.688422, 5.960375, 42.515110 
120482, 0.672795, 5.962160, 43.840309 
120483, 0.719875, 5.956658, 45.696285 
120484, 0.635618, 5.966238, 47.994186 
120485, 0.662075, 5.963359, 50.265343 
120486, 0.588292, 5.971090, 52.068306 
120487, 0.518069, 5.977592, 53.469860 
120488, 0.500509, 5.979088, 54.426697 
120489, 0.483368, 5.980498, 55.075756 
120490, 0.483424, 5.980494, 55.532890 
120491, 0.483839, 5.980460, 55.881535 
120492, 0.484565, 5.980401, 56.107319 
120493, 0.485068, 5.980361, 56.263824 
120494, 0.006166, 5.999997, 40.120068 
120495, 0.061132, 5.999689, 40.277340 
120496, 0.134550, 5.998491, 40.541832 
120497, 0.230139, 5.995584, 40.962090 
120498, 0.226273, 5.995732, 41.576797 
120499, 0.204991, 5.996497, 42.491268 
120500, 0.188370, 5.997042, 43.814793 
120501, 0.236681, 5.995330, 45.668427 
120502, 0.162489, 5.997799, 47.963428 
