runn, x, y, z 
61243, 0.617516, -5.968732, 25.831472 
61244, 0.639437, -5.967247, 26.041752 
61245, 0.682245, -5.963801, 26.372515 
61246, 0.728030, -5.960567, 26.928646 
61247, 0.681181, -5.969646, 27.832275 
61248, 0.559824, -5.987736, 29.235432 
61249, 0.679333, -5.982727, 31.115437 
61250, 0.687429, -5.990625, 33.365902 
61251, 0.649656, -6.002867, 35.414829 
61252, 0.764835, -5.995471, 36.991261 
61253, 0.736251, -6.003155, 38.037636 
61254, 0.706873, -6.009479, 38.749886 
61255, 0.634353, -6.019485, 39.240124 
61256, 0.618994, -6.022407, 39.577881 
61257, 0.661492, -6.018815, 39.814640 
61258, 0.663172, -6.019196, 39.958984 
61259, 0.991980, -5.917663, 25.844843 
61260, 1.012680, -5.914480, 26.056213 
61261, 1.053052, -5.907935, 26.388693 
61262, 1.097289, -5.900737, 26.947712 
61263, 1.056670, -5.909539, 27.856033 
61264, 0.941222, -5.931179, 29.266474 
61265, 1.054199, -5.915042, 31.156240 
61266, 1.066725, -5.916266, 33.418385 
61267, 1.025067, -5.926781, 35.477951 
61268, 1.130427, -5.910027, 37.062565 
61269, 1.100036, -5.917375, 38.114376 
61270, 1.076889, -5.922729, 38.830326 
61271, 1.010282, -5.935208, 39.323105 
61272, 0.997077, -5.937961, 39.662617 
61273, 1.037927, -5.931321, 39.900604 
61274, 1.039555, -5.931259, 40.045700 
61275, 1.750666, -5.738965, 25.868156 
61276, 1.768710, -5.733496, 26.075853 
61277, 1.803791, -5.722660, 26.402552 
61278, 1.844518, -5.709839, 26.951851 
61279, 1.816875, -5.718980, 27.844379 
61280, 1.714681, -5.750886, 29.230299 
61281, 1.813767, -5.721001, 31.087208 
61282, 1.835281, -5.714847, 33.310024 
61283, 1.786652, -5.730881, 35.333782 
61284, 1.872251, -5.703989, 36.890846 
61285, 1.838713, -5.715218, 37.924370 
61286, 1.828076, -5.718854, 38.627872 
61287, 1.773542, -5.736155, 39.112083 
61288, 1.764680, -5.738994, 39.445694 
61289, 1.802111, -5.727425, 39.679543 
61290, 1.803650, -5.726985, 39.822113 
61291, 2.481898, -5.463043, 25.494696 
61292, 2.497372, -5.456578, 25.703093 
61293, 2.527278, -5.443724, 26.030891 
61294, 2.564646, -5.427793, 26.582039 
61295, 2.550544, -5.436987, 27.477571 
61296, 2.464055, -5.480663, 28.868156 
61297, 2.550707, -5.446187, 30.731318 
61298, 2.582776, -5.437426, 32.961617 
61299, 2.530823, -5.467577, 34.992184 
61300, 2.598829, -5.440052, 36.554493 
61301, 2.564035, -5.459495, 37.591496 
61302, 2.565924, -5.460620, 38.297363 
61303, 2.523790, -5.481601, 38.783207 
61304, 2.519443, -5.484552, 39.117939 
61305, 2.553523, -5.469436, 39.352573 
61306, 2.555132, -5.469092, 39.495628 
61307, 3.023475, -5.182677, 25.317734 
61308, 3.036622, -5.175193, 25.529913 
61309, 3.061975, -5.160561, 25.863663 
61310, 3.095640, -5.140989, 26.424820 
61311, 3.090076, -5.145231, 27.336611 
61312, 3.014326, -5.191352, 28.752443 
61313, 3.088178, -5.149628, 30.649431 
61314, 3.124015, -5.130208, 32.920223 
61315, 3.068109, -5.165864, 34.987659 
61316, 3.120191, -5.136144, 36.578331 
61317, 3.083879, -5.159065, 37.634163 
61318, 3.093595, -5.153952, 38.352848 
61319, 3.060514, -5.174149, 38.847511 
61320, 3.059010, -5.175372, 39.188320 
61321, 3.089611, -5.157397, 39.427219 
61322, 3.091039, -5.156684, 39.572868 
61323, 3.481765, -4.886893, 25.337618 
61324, 3.493182, -4.879366, 25.552185 
61325, 3.515049, -4.864626, 25.889690 
61326, 3.546148, -4.843675, 26.457161 
61327, 3.548841, -4.844420, 27.379213 
61328, 3.484743, -4.894909, 28.810976 
61329, 3.550304, -4.853219, 30.729311 
61330, 3.592158, -4.829128, 33.025654 
61331, 3.536795, -4.875962, 35.116356 
61332, 3.578102, -4.850484, 36.724926 
61333, 3.542460, -4.879713, 37.792637 
61334, 3.559427, -4.869490, 38.519409 
61335, 3.534561, -4.889037, 39.019638 
61336, 3.535839, -4.889124, 39.364285 
61337, 3.563791, -4.869497, 39.605869 
61338, 3.565282, -4.868840, 39.753159 
61339, 4.058793, -4.419073, 25.062893 
61340, 4.067539, -4.411339, 25.278196 
61341, 4.084211, -4.396407, 25.616861 
61342, 4.110536, -4.372645, 26.186279 
61343, 4.121092, -4.364068, 27.111498 
61344, 4.069767, -4.414075, 28.548180 
61345, 4.120535, -4.369572, 30.473101 
61346, 4.164039, -4.331576, 32.777332 
61347, 4.107377, -4.388438, 34.875214 
61348, 4.132106, -4.367555, 36.489307 
61349, 4.096485, -4.402558, 37.560684 
61350, 4.120063, -4.381579, 38.289951 
61351, 4.104657, -4.396755, 38.791901 
61352, 4.108514, -4.393661, 39.137730 
61353, 4.132044, -4.371897, 39.380142 
61354, 4.133300, -4.370929, 39.527939 
61355, 4.637748, -3.806759, 25.387222 
61356, 4.643727, -3.799486, 25.597332 
61357, 4.655037, -3.785657, 25.927824 
61358, 4.675926, -3.759886, 26.483503 
61359, 4.692836, -3.738859, 27.386396 
61360, 4.655000, -3.786014, 28.788410 
61361, 4.690287, -3.742418, 30.666882 
61362, 4.732973, -3.688536, 32.915512 
61363, 4.677714, -3.758592, 34.962769 
61364, 4.686680, -3.747579, 36.537918 
61365, 4.652584, -3.789940, 37.583443 
61366, 4.680859, -3.755040, 38.295113 
61367, 4.674393, -3.763140, 38.784946 
61368, 4.680295, -3.755835, 39.122433 
61369, 4.698847, -3.732625, 39.358997 
61370, 4.699828, -3.731405, 39.503223 
61371, 5.207884, -2.981551, 25.226254 
61372, 5.212400, -2.976379, 25.444139 
61373, 5.220438, -2.966571, 25.786865 
61374, 5.238552, -2.941782, 26.363113 
61375, 5.264574, -2.907006, 27.299427 
61376, 5.249421, -2.952743, 28.753338 
61377, 5.280832, -2.921270, 30.701344 
61378, 5.333006, -2.855708, 33.033207 
61379, 5.296163, -2.950660, 35.156246 
61380, 5.301425, -2.962051, 36.789696 
61381, 5.277490, -3.018077, 37.873924 
61382, 5.311855, -2.966589, 38.611935 
61383, 5.316081, -2.965491, 39.119904 
61384, 5.325238, -2.953500, 39.469879 
61385, 5.339819, -2.930224, 39.715202 
61386, 5.341393, -2.929286, 39.864769 
61387, 5.534218, -2.318492, 25.246145 
61388, 5.536368, -2.314243, 25.457478 
61389, 5.540154, -2.306571, 25.789896 
61390, 5.551874, -2.280607, 26.348812 
61391, 5.573816, -2.230417, 27.256966 
61392, 5.561924, -2.265989, 28.667149 
61393, 5.577019, -2.236840, 30.556566 
61394, 5.613976, -2.152683, 32.818298 
61395, 5.577410, -2.254667, 34.877483 
61396, 5.571056, -2.277131, 36.461811 
61397, 5.548109, -2.336891, 37.513428 
61398, 5.577086, -2.269953, 38.229244 
61399, 5.582657, -2.258352, 38.721935 
61400, 5.590156, -2.241209, 39.061382 
61401, 5.599819, -2.218005, 39.299328 
61402, 5.600611, -2.216645, 39.444393 
61403, 5.706059, -1.858157, 25.266367 
61404, 5.708426, -1.855315, 25.483057 
61405, 5.712301, -1.850358, 25.823902 
61406, 5.724066, -1.825605, 26.396988 
61407, 5.748419, -1.767562, 27.328165 
61408, 5.747967, -1.799890, 28.774099 
61409, 5.767436, -1.778546, 30.711416 
61410, 5.809847, -1.688063, 33.030487 
61411, 5.789681, -1.801472, 35.141876 
61412, 5.789280, -1.837036, 36.766369 
61413, 5.775065, -1.903159, 37.844646 
61414, 5.804511, -1.826894, 38.578609 
61415, 5.813416, -1.809140, 39.083790 
61416, 5.821890, -1.789196, 39.431847 
61417, 5.830395, -1.766613, 39.675823 
61418, 5.831749, -1.765388, 39.824566 
61419, 5.770559, -1.643491, 25.468414 
61420, 5.771381, -1.640780, 25.677593 
61421, 5.772740, -1.636271, 26.006624 
61422, 5.780043, -1.610764, 26.559845 
61423, 5.797644, -1.547021, 27.458744 
61424, 5.790685, -1.574098, 28.854555 
61425, 5.797100, -1.551982, 30.724718 
61426, 5.822928, -1.454213, 32.963398 
61427, 5.794244, -1.566402, 35.001598 
61428, 5.784434, -1.603608, 36.569778 
61429, 5.766218, -1.668790, 37.610680 
61430, 5.789194, -1.587869, 38.319202 
61431, 5.795165, -1.566369, 38.806870 
61432, 5.801055, -1.544714, 39.142860 
61433, 5.807016, -1.522366, 39.378380 
61434, 5.807440, -1.520881, 39.521969 
61435, 5.803916, -1.521724, 25.670425 
61436, 5.804669, -1.519340, 25.876566 
61437, 5.805880, -1.515489, 26.200813 
61438, 5.812759, -1.490214, 26.745995 
61439, 5.829828, -1.424241, 27.631828 
61440, 5.824343, -1.449965, 29.007353 
61441, 5.830544, -1.429526, 30.850336 
61442, 5.855475, -1.329760, 33.056480 
61443, 5.829586, -1.444096, 35.065060 
61444, 5.820450, -1.484288, 36.610447 
61445, 5.803770, -1.550636, 37.636219 
61446, 5.825832, -1.467304, 38.334446 
61447, 5.831933, -1.444084, 38.815025 
61448, 5.837644, -1.421668, 39.146133 
61449, 5.843137, -1.399524, 39.378227 
61450, 5.843579, -1.398045, 39.519733 
61451, 0.650697, -6.718425, 25.845383 
61452, 0.753950, -6.709606, 26.056910 
61453, 0.783152, -6.709383, 26.389633 
61454, 0.818588, -6.711854, 26.949062 
61455, 0.721166, -6.730092, 27.858047 
61456, 0.586167, -6.756396, 29.269524 
61457, 0.772902, -6.755329, 31.160673 
61458, 0.728731, -6.781457, 33.424480 
61459, 0.740572, -6.799498, 35.485554 
61460, 0.829903, -6.805513, 37.071331 
61461, 0.831535, -6.815197, 38.123913 
61462, 0.738187, -6.832655, 38.840385 
61463, 0.707488, -6.839104, 39.333527 
61464, 0.704071, -6.842640, 39.673286 
61465, 0.911615, -6.821785, 39.911449 
61466, 1.093032, -6.796448, 40.056652 
61467, 1.072713, -6.668642, 25.854788 
61468, 1.170155, -6.653738, 26.063614 
61469, 1.197891, -6.651167, 26.392090 
61470, 1.232295, -6.650252, 26.944378 
61471, 1.147614, -6.670458, 27.841761 
61472, 1.016120, -6.701745, 29.235220 
61473, 1.193228, -6.685935, 31.102230 
61474, 1.160494, -6.707779, 33.337135 
61475, 1.164716, -6.721691, 35.371902 
61476, 1.243469, -6.720248, 36.937439 
61477, 1.243542, -6.727728, 37.976582 
61478, 1.158915, -6.747910, 38.683910 
61479, 1.135763, -6.754066, 39.170757 
61480, 1.133432, -6.756868, 39.506180 
61481, 1.328537, -6.724322, 39.741302 
61482, 1.498170, -6.689614, 39.884651 
61483, 1.932695, -6.491243, 25.869097 
61484, 2.019220, -6.472307, 26.075603 
61485, 2.043825, -6.466630, 26.400433 
61486, 2.075930, -6.461122, 26.946585 
61487, 2.017648, -6.483881, 27.834000 
61488, 1.892992, -6.523880, 29.211979 
61489, 2.051337, -6.493651, 31.058250 
61490, 2.041983, -6.510539, 33.268333 
61491, 2.031464, -6.526511, 35.280495 
61492, 2.089176, -6.519325, 36.828640 
61493, 2.086417, -6.526700, 37.856243 
61494, 2.019537, -6.552108, 38.555714 
61495, 2.011563, -6.556590, 39.037151 
61496, 2.011441, -6.558714, 39.368851 
61497, 2.181253, -6.506967, 39.601360 
61498, 2.327166, -6.457127, 39.743114 
61499, 2.774290, -6.218766, 25.696699 
61500, 2.848588, -6.193511, 25.902943 
61501, 2.870286, -6.186569, 26.227358 
61502, 2.900421, -6.178864, 26.772816 
61503, 2.868925, -6.200803, 27.659101 
61504, 2.755254, -6.258684, 29.035328 
61505, 2.895248, -6.219191, 30.879250 
61506, 2.910762, -6.232953, 33.086521 
61507, 2.889294, -6.262018, 35.096123 
61508, 2.928692, -6.259580, 36.642300 
61509, 2.924687, -6.271216, 37.668594 
61510, 2.876022, -6.300303, 38.367172 
61511, 2.883032, -6.300940, 38.848000 
61512, 2.885411, -6.302992, 39.179276 
61513, 3.030131, -6.238115, 39.411491 
61514, 3.152767, -6.178412, 39.553066 
61515, 3.409680, -5.938398, 25.418659 
61516, 3.474035, -5.909496, 25.629166 
61517, 3.492961, -5.901004, 25.960285 
61518, 3.520565, -5.890185, 26.517015 
61519, 3.510481, -5.909260, 27.421619 
61520, 3.401680, -5.970270, 28.826290 
61521, 3.524144, -5.920887, 30.708323 
61522, 3.557338, -5.926141, 32.961212 
61523, 3.522988, -5.956370, 35.012348 
61524, 3.549675, -5.961219, 36.590481 
61525, 3.540576, -5.968264, 37.637985 
61526, 3.505003, -5.994969, 38.351006 
61527, 3.522022, -5.988465, 38.841770 
61528, 3.525730, -5.989011, 39.179893 
61529, 3.652375, -5.922577, 39.416904 
61530, 3.755883, -5.858676, 39.561409 
61531, 3.961500, -5.643074, 25.429899 
61532, 4.014017, -5.608078, 25.638248 
61533, 4.034419, -5.604189, 25.965973 
61534, 4.060528, -5.592283, 26.516998 
61535, 4.067354, -5.603223, 27.412333 
61536, 3.967724, -5.674690, 28.802607 
61537, 4.077729, -5.623548, 30.665350 
61538, 4.126444, -5.619389, 32.895149 
61539, 4.090587, -5.667432, 34.925266 
61540, 4.103810, -5.675743, 36.487225 
61541, 4.094237, -5.686574, 37.523994 
61542, 4.070594, -5.711095, 38.229706 
61543, 4.096403, -5.697592, 38.715439 
61544, 4.101682, -5.697395, 39.050098 
61545, 4.211270, -5.627822, 39.284683 
61546, 4.298905, -5.562748, 39.427704 
61547, 4.640049, -5.124236, 25.305685 
61548, 4.676085, -5.085194, 25.516737 
61549, 4.689453, -5.075707, 25.848715 
61550, 4.711619, -5.060870, 26.406889 
61551, 4.731954, -5.048724, 27.313835 
61552, 4.654771, -5.139848, 28.722145 
61553, 4.734171, -5.074981, 30.609055 
61554, 4.789920, -5.041978, 32.867783 
61555, 4.749419, -5.105839, 34.924236 
61556, 4.746158, -5.123363, 36.506454 
61557, 4.741730, -5.144434, 37.556675 
61558, 4.731293, -5.160127, 38.271542 
61559, 4.765304, -5.133075, 38.763580 
61560, 4.771414, -5.130303, 39.102577 
61561, 4.848236, -5.052648, 39.340206 
61562, 4.913472, -4.990510, 39.485081 
61563, 5.268549, -4.388346, 25.471025 
61564, 5.290955, -4.353763, 25.678885 
61565, 5.300643, -4.344645, 26.005842 
