runn, x, y, z 
205894, -5.868119, -1.349006, 76.982605 
205895, -5.889415, -1.357216, 77.100571 
205896, -5.920508, -1.369251, 77.272881 
205897, -5.985602, -1.373049, 77.608505 
205898, -5.874664, -1.339501, 78.049011 
205899, -5.989096, -1.383707, 78.682930 
205900, -5.945049, -1.354599, 79.468979 
205901, -5.954468, -1.367468, 80.576073 
205902, -6.025209, -1.382637, 81.997925 
205903, -5.955358, -1.395581, 83.746277 
205904, -5.855494, -1.396219, 85.327995 
205905, -5.846454, -1.486823, 86.439491 
205906, -7.485829, -1.915403, 87.492035 
205907, -9.187595, -2.341122, 88.351837 
205908, -10.572288, -3.095164, 89.966042 
205909, -5.848287, -1.432330, 76.879440 
205910, -5.869424, -1.440785, 76.998238 
205911, -5.900284, -1.453174, 77.171761 
205912, -5.965151, -1.457938, 77.509743 
205913, -5.854499, -1.422802, 77.953346 
205914, -5.968074, -1.468312, 78.591728 
205915, -5.924022, -1.438816, 79.383308 
205916, -5.932827, -1.451468, 80.498184 
205917, -6.002757, -1.467343, 81.930038 
205918, -5.932084, -1.478615, 83.690681 
205919, -5.831583, -1.477456, 85.283531 
205920, -5.821079, -1.566696, 86.402847 
205921, -7.251766, -1.962869, 87.462791 
205922, -8.801812, -2.181021, 88.530045 
205923, -10.518663, -3.232699, 89.954201 
205924, -5.812154, -1.573836, 76.872589 
205925, -5.833448, -1.582816, 76.991264 
205926, -5.864536, -1.595975, 77.164612 
205927, -5.930221, -1.602704, 77.502251 
205928, -5.821735, -1.565300, 77.945396 
205929, -5.936151, -1.613641, 78.583130 
205930, -5.895000, -1.584228, 79.373901 
205931, -5.906853, -1.597599, 80.487640 
205932, -5.980628, -1.616044, 81.918037 
205933, -5.915046, -1.626271, 83.676888 
205934, -5.819320, -1.623727, 85.268112 
205935, -5.810348, -1.712242, 86.386292 
205936, -7.218966, -2.138094, 87.445152 
205937, -8.575459, -2.344400, 88.511322 
205938, -10.518011, -3.496716, 89.934021 
205939, -5.730699, -1.848019, 76.859200 
205940, -5.751421, -1.857797, 76.977638 
205941, -5.781674, -1.872114, 77.150635 
205942, -5.846403, -1.882046, 77.487595 
205943, -5.739144, -1.839447, 77.929863 
205944, -5.850492, -1.892046, 78.566315 
205945, -5.809317, -1.861394, 79.355507 
205946, -5.819172, -1.874049, 80.467010 
205947, -5.890099, -1.894841, 81.894554 
205948, -5.822122, -1.899529, 83.649879 
205949, -5.724585, -1.891034, 85.237915 
205950, -5.711123, -1.974894, 86.353851 
205951, -7.067410, -2.453819, 87.410599 
205952, -8.414175, -2.730591, 88.474632 
205953, -10.314603, -3.948378, 89.894485 
205954, -5.529727, -2.383120, 76.833252 
205955, -5.549641, -2.394566, 76.952118 
205956, -5.578712, -2.411315, 77.125740 
205957, -5.642248, -2.427921, 77.463913 
205958, -5.539742, -2.375703, 77.907768 
205959, -5.646749, -2.437241, 78.546516 
205960, -5.608384, -2.405068, 79.338547 
205961, -5.618426, -2.417516, 80.454056 
205962, -5.688507, -2.444460, 81.886726 
205963, -5.622985, -2.440245, 83.648376 
205964, -5.528391, -2.421870, 85.242126 
205965, -5.510890, -2.497973, 86.362083 
205966, -6.760973, -3.072942, 87.422630 
205967, -8.632404, -3.727553, 88.490494 
205968, -9.940619, -4.860908, 89.915459 
205969, -5.095708, -3.207714, 76.787018 
205970, -5.113781, -3.221591, 76.902405 
205971, -5.140164, -3.241881, 77.070946 
205972, -5.199613, -3.268609, 77.399231 
205973, -5.105769, -3.201275, 77.830101 
205974, -5.202910, -3.275829, 78.450165 
205975, -5.167338, -3.240670, 79.219025 
205976, -5.175663, -3.251706, 80.301903 
205977, -5.240291, -3.286911, 81.692673 
205978, -5.177454, -3.267066, 83.402786 
205979, -5.086542, -3.231566, 84.949913 
205980, -5.230755, -3.402534, 86.037109 
205981, -8.640228, -5.628271, 87.066635 
205982, -7.710118, -4.841121, 88.103256 
205983, -9.106716, -6.234808, 89.486542 
205984, -3.900847, -4.587096, 76.707100 
205985, -3.914840, -4.605255, 76.827278 
205986, -3.935269, -4.631787, 77.002808 
205987, -3.983104, -4.676625, 77.344704 
205988, -3.913665, -4.585369, 77.793449 
205989, -3.988953, -4.682882, 78.439224 
205990, -3.961152, -4.644270, 79.239975 
205991, -3.970882, -4.655548, 80.367767 
205992, -4.026111, -4.708319, 81.816216 
205993, -3.982140, -4.666142, 83.597252 
205994, -3.911088, -4.604527, 85.208549 
205995, -4.146150, -4.950152, 86.340836 
205996, -4.705958, -5.617395, 87.413063 
205997, -5.834618, -6.794704, 88.492683 
205998, -7.008843, -8.585826, 89.933334 
205999, -2.201487, -5.606978, 76.615532 
206000, -2.210712, -5.630497, 76.735863 
