runn, x, y, z 
164424, -5.814710, 1.479576, 56.521290 
164425, -5.814680, 1.479695, 56.648174 
164426, -5.814781, 1.479297, 56.832829 
164427, -5.809886, 1.498407, 57.162495 
164428, -5.809781, 1.498816, 57.604187 
164429, -5.804684, 1.518433, 58.194073 
164430, -5.784113, 1.595002, 58.979385 
164431, -5.784068, 1.595168, 60.082623 
164432, -5.778152, 1.616464, 61.672405 
164433, -5.803164, 1.524234, 63.863861 
164434, -5.787248, 1.583593, 66.312477 
164435, -5.816503, 1.472513, 68.616852 
164436, -5.816370, 1.473038, 70.722733 
164437, -5.796246, 1.550333, 72.433372 
164438, -5.785543, 1.589808, 73.683357 
164439, -5.774664, 1.628881, 74.577393 
164440, -5.768949, 1.649009, 75.239174 
164441, -5.800123, 1.535766, 75.753830 
164442, -5.804962, 1.517370, 76.163651 
164443, -5.809915, 1.498295, 76.469757 
164444, -5.809869, 1.498475, 76.664047 
164445, -5.809837, 1.498595, 76.796028 
164446, -5.833548, 1.403465, 56.621231 
164447, -5.833518, 1.403593, 56.748051 
164448, -5.833862, 1.402159, 56.932613 
164449, -5.829471, 1.420308, 57.262115 
164450, -5.829363, 1.420750, 57.703594 
164451, -5.824649, 1.439954, 58.293186 
164452, -5.805780, 1.514238, 59.078110 
164453, -5.806124, 1.512918, 60.180805 
164454, -5.800206, 1.535452, 61.769806 
164455, -5.822846, 1.447227, 63.960178 
164456, -5.808078, 1.505400, 66.407593 
164457, -5.834538, 1.399347, 68.710831 
164458, -5.835003, 1.397403, 70.815674 
164459, -5.816648, 1.471938, 72.525467 
164460, -5.806592, 1.511121, 73.774834 
164461, -5.796367, 1.549882, 74.668427 
164462, -5.790772, 1.570654, 75.329887 
164463, -5.819481, 1.460699, 75.844284 
164464, -5.823816, 1.443317, 76.253906 
164465, -5.828520, 1.424203, 76.559860 
164466, -5.828473, 1.424396, 76.754051 
164467, -5.828441, 1.424528, 76.885971 
164468, -5.865229, 1.264552, 56.521122 
164469, -5.865197, 1.264697, 56.647827 
164470, -5.865916, 1.261362, 56.832226 
164471, -5.862370, 1.277740, 57.161434 
164472, -5.862260, 1.278242, 57.602516 
164473, -5.858211, 1.296675, 58.191578 
164474, -5.842264, 1.366731, 58.975803 
164475, -5.843209, 1.362683, 60.077507 
164476, -5.837371, 1.387478, 61.665085 
164477, -5.855995, 1.306647, 63.853497 
164478, -5.843225, 1.362616, 66.298714 
164479, -5.864953, 1.265833, 68.599892 
164480, -5.866345, 1.259364, 70.702843 
164481, -5.851007, 1.328800, 72.411110 
164482, -5.842101, 1.367427, 73.659355 
164483, -5.833036, 1.405592, 74.552147 
164484, -5.827705, 1.427535, 75.213013 
164485, -5.852171, 1.323666, 75.726952 
164486, -5.855658, 1.308156, 76.136208 
164487, -5.859909, 1.288978, 76.441887 
164488, -5.859861, 1.289198, 76.635902 
164489, -5.859828, 1.289348, 76.767700 
164490, -5.907742, 1.048136, 56.719769 
164491, -5.907711, 1.048308, 56.845062 
164492, -5.908827, 1.041998, 57.027405 
164493, -5.906416, 1.055577, 57.352943 
164494, -5.906310, 1.056173, 57.789104 
164495, -5.903208, 1.073374, 58.371601 
164496, -5.891343, 1.136696, 59.147083 
164497, -5.892943, 1.128370, 60.236504 
164498, -5.887452, 1.156680, 61.806381 
164499, -5.900610, 1.087567, 63.970398 
164500, -5.890704, 1.140003, 66.388351 
164501, -5.906005, 1.057877, 68.663872 
164502, -5.908417, 1.044324, 70.743385 
164503, -5.897243, 1.105678, 72.432602 
164504, -5.890049, 1.143380, 73.666939 
164505, -5.882710, 1.180558, 74.549774 
164506, -5.877893, 1.204311, 75.203270 
164507, -5.896407, 1.110130, 75.711479 
164508, -5.898757, 1.097570, 76.116173 
164509, -5.902308, 1.078315, 76.418442 
164510, -5.902260, 1.078577, 76.610298 
164511, -5.902227, 1.078754, 76.740623 
164512, -5.949282, 0.778490, 56.718971 
164513, -5.949255, 0.778696, 56.843426 
164514, -5.950559, 0.768667, 57.024555 
164515, -5.949254, 0.778704, 57.347919 
164516, -5.949161, 0.779416, 57.781170 
164517, -5.947093, 0.795033, 58.359783 
164518, -5.939522, 0.849753, 59.130089 
164519, -5.941464, 0.836065, 60.212242 
164520, -5.936776, 0.868730, 61.771645 
164521, -5.944459, 0.814498, 63.921219 
164522, -5.937701, 0.862386, 66.323044 
164523, -5.946585, 0.798827, 68.583382 
164524, -5.949553, 0.776415, 70.649010 
164525, -5.942664, 0.827492, 72.326958 
164526, -5.937473, 0.863952, 73.553055 
164527, -5.932146, 0.899806, 74.430008 
164528, -5.928147, 0.925784, 75.079140 
164529, -5.940345, 0.843977, 75.583961 
164530, -5.941593, 0.835147, 75.985954 
164531, -5.944276, 0.815830, 76.286209 
164532, -5.944233, 0.816143, 76.476784 
164533, -5.944204, 0.816356, 76.606239 
164534, -5.981637, 0.469054, 56.619324 
164535, -5.981618, 0.469298, 56.744152 
164536, -5.982723, 0.455000, 56.925819 
164537, -5.982270, 0.460921, 57.250145 
164538, -5.982204, 0.461766, 57.684685 
164539, -5.981128, 0.475509, 58.265018 
164540, -5.977414, 0.520124, 59.037613 
164541, -5.979108, 0.500272, 60.122986 
164542, -5.975842, 0.537878, 61.687027 
164543, -5.979046, 0.501011, 63.842995 
164544, -5.975332, 0.543509, 66.251961 
164545, -5.978999, 0.501574, 68.519020 
164546, -5.981643, 0.468987, 70.590797 
164547, -5.978451, 0.508056, 72.273735 
164548, -5.975381, 0.542974, 73.503479 
164549, -5.972173, 0.577194, 74.383034 
164550, -5.969352, 0.605673, 75.034103 
164551, -5.975794, 0.538405, 75.540421 
164552, -5.976198, 0.533906, 75.943611 
164553, -5.977894, 0.514568, 76.244759 
164554, -5.977862, 0.514940, 76.435898 
164555, -5.977840, 0.515192, 76.565742 
164556, -5.998617, 0.128841, 57.215519 
164557, -5.998610, 0.129128, 57.336365 
164558, -5.998989, 0.110163, 57.512234 
164559, -5.998963, 0.111519, 57.826214 
164560, -5.998945, 0.112508, 58.246895 
164561, -5.998716, 0.124136, 58.808716 
164562, -5.997934, 0.157429, 59.556667 
164563, -5.998573, 0.130837, 60.607414 
164564, -5.997483, 0.173769, 62.121567 
164565, -5.997966, 0.156224, 64.208763 
164566, -5.996907, 0.192623, 66.540886 
164567, -5.997456, 0.174715, 68.735626 
164568, -5.998570, 0.130992, 70.741318 
