runn, x, y, z 
113438, -5.771934, 1.638531, 39.878296 
113439, -5.766861, 1.656294, 40.089993 
113440, -5.767207, 1.655092, 40.381245 
113441, -5.757006, 1.690231, 40.863285 
113442, -5.779817, 1.610502, 41.558792 
113443, -5.796937, 1.547746, 42.606247 
113444, -5.804602, 1.518749, 44.138527 
113445, -5.766642, 1.657059, 46.300468 
113446, -5.742855, 1.737705, 48.690132 
113447, -5.779282, 1.612420, 50.847408 
113448, -5.787658, 1.582092, 52.539566 
113449, -5.768149, 1.651803, 53.718491 
113450, -5.790638, 1.571148, 54.547447 
113451, -5.791461, 1.568114, 55.152905 
113452, -5.802332, 1.527395, 55.592541 
113453, -6.001424, 1.556568, 55.882332 
113454, -5.813059, 1.486049, 56.084984 
113455, -5.813284, 1.485168, 56.236050 
113456, -5.793339, 1.561160, 39.980503 
113457, -5.788607, 1.578618, 40.190929 
113458, -5.788630, 1.578530, 40.480434 
113459, -5.779094, 1.613096, 40.959576 
113460, -5.800100, 1.535852, 41.650906 
113461, -5.815655, 1.475857, 42.692074 
113462, -5.823118, 1.446133, 44.215149 
113463, -5.788415, 1.579318, 46.364105 
113464, -5.766181, 1.658663, 48.739418 
113465, -5.799302, 1.538862, 50.883736 
113466, -5.807684, 1.506917, 52.565731 
113467, -5.789174, 1.576537, 53.737576 
113468, -5.809874, 1.498455, 54.561554 
113469, -5.810326, 1.496700, 55.163372 
113470, -5.820395, 1.457053, 55.600368 
113471, -5.825599, 1.436104, 55.888420 
113472, -5.830439, 1.416328, 56.089855 
113473, -5.830633, 1.415526, 56.240013 
113474, -5.842523, 1.365624, 39.988335 
113475, -5.838600, 1.382297, 40.198761 
113476, -5.837951, 1.385038, 40.488266 
113477, -5.830004, 1.418114, 40.967407 
113478, -5.846786, 1.347253, 41.658737 
113479, -5.858731, 1.294321, 42.699905 
113480, -5.865612, 1.262775, 44.222980 
113481, -5.838476, 1.382824, 46.371937 
113482, -5.819960, 1.458788, 48.747250 
113483, -5.845450, 1.353036, 50.891567 
113484, -5.853673, 1.317010, 52.573563 
113485, -5.837641, 1.386345, 53.745407 
113486, -5.854156, 1.314860, 54.569386 
113487, -5.853820, 1.316354, 55.171204 
113488, -5.861995, 1.279459, 55.608200 
113489, -5.866476, 1.258752, 55.896252 
113490, -5.870397, 1.240340, 56.097687 
113491, -5.870524, 1.239736, 56.247845 
113492, -5.904633, 1.065512, 40.199329 
113493, -5.901830, 1.080928, 40.408485 
113494, -5.900521, 1.088048, 40.696239 
113495, -5.894780, 1.118735, 41.172489 
113496, -5.905996, 1.057928, 41.859642 
113497, -5.913348, 1.016032, 42.894516 
113498, -5.919138, 0.981736, 44.408390 
113499, -5.901783, 1.081187, 46.544361 
113500, -5.888425, 1.151714, 48.905323 
113501, -5.904185, 1.067990, 51.036686 
113502, -5.911673, 1.025729, 52.708515 
113503, -5.899335, 1.094461, 53.873280 
113504, -5.910347, 1.033346, 54.692276 
113505, -5.909204, 1.039861, 55.290462 
113506, -5.914843, 1.007289, 55.724819 
113507, -5.918262, 0.986999, 56.011127 
