runn, x, y, z 
50791, 5.825670, 1.436481, 18.863571 
50792, 5.816358, 1.474501, 18.976034 
50793, 5.811979, 1.492815, 19.145918 
50794, 5.807884, 1.510559, 19.428772 
50795, 5.814291, 1.488882, 19.897356 
50796, 5.831316, 1.426171, 20.663929 
50797, 5.834337, 1.421887, 21.805347 
50798, 5.847493, 1.376833, 23.172422 
50799, 5.864113, 1.312887, 24.294271 
50800, 5.861725, 1.328744, 24.982080 
50801, 5.854003, 1.365465, 25.401371 
50802, 5.854677, 1.364300, 25.634283 
50803, 5.799252, 1.542248, 18.753275 
50804, 5.790096, 1.579991, 18.862494 
50805, 5.786623, 1.598218, 19.027477 
50806, 5.784212, 1.616080, 19.302170 
50807, 5.794205, 1.595285, 19.757236 
50808, 5.817844, 1.533147, 20.501696 
50809, 5.828276, 1.532479, 21.610186 
50810, 5.851415, 1.490489, 22.937824 
50811, 5.876899, 1.428457, 24.027309 
50812, 5.878987, 1.445086, 24.695276 
50813, 5.873481, 1.482264, 25.102472 
50814, 5.875772, 1.481455, 25.328665 
50815, 5.749642, 1.715551, 18.640715 
50816, 5.738722, 1.752241, 18.749884 
50817, 5.733675, 1.769449, 18.914789 
50818, 5.728921, 1.786034, 19.189356 
50819, 5.736270, 1.764398, 19.644215 
50820, 5.756802, 1.699788, 20.388330 
50821, 5.758438, 1.699574, 21.496311 
50822, 5.772802, 1.656687, 22.823338 
50823, 5.792040, 1.593719, 23.912323 
50824, 5.788969, 1.608239, 24.579981 
50825, 5.779633, 1.643501, 24.986988 
50826, 5.780315, 1.642226, 25.213079 
50827, 5.644237, 2.035587, 18.518585 
50828, 5.631578, 2.070644, 18.629267 
50829, 5.625872, 2.086540, 18.796459 
50830, 5.620481, 2.101750, 19.074831 
50831, 5.628939, 2.080213, 19.535992 
50832, 5.653830, 2.013642, 20.290421 
50833, 5.653379, 2.017977, 21.413755 
50834, 5.668930, 1.977623, 22.759174 
50835, 5.691147, 1.915925, 23.863251 
50836, 5.687434, 1.928856, 24.540161 
50837, 5.676372, 1.962333, 24.952808 
50838, 5.677079, 1.960929, 25.182032 
50839, 5.394567, 2.626551, 18.280613 
50840, 5.379007, 2.658298, 18.399151 
50841, 5.372405, 2.671658, 18.578209 
50842, 5.366178, 2.684211, 18.876339 
50843, 5.376780, 2.663024, 19.370232 
50844, 5.410722, 2.593555, 20.178205 
50845, 5.404954, 2.605836, 21.381271 
50846, 5.422120, 2.570271, 22.822180 
50847, 5.449787, 2.511362, 24.004620 
50848, 5.445315, 2.521219, 24.729576 
50849, 5.431434, 2.551093, 25.171513 
50850, 5.432236, 2.549443, 25.417004 
50851, 4.922709, 3.431304, 18.211496 
50852, 4.904573, 3.458367, 18.324951 
50853, 4.898483, 3.468778, 18.496334 
50854, 4.893563, 3.478692, 18.781683 
50855, 4.910063, 3.460322, 19.254404 
50856, 4.963254, 3.391872, 20.027744 
50857, 4.953581, 3.418244, 21.179237 
50858, 4.979802, 3.394743, 22.558378 
50859, 5.021658, 3.344862, 23.690130 
50860, 5.021219, 3.353074, 24.384010 
50861, 5.006725, 3.379247, 24.807001 
50862, 5.009162, 3.378172, 25.041969 
50863, 4.248071, 4.237844, 18.238142 
50864, 4.227619, 4.259006, 18.351305 
50865, 4.221971, 4.265749, 18.522243 
50866, 4.217624, 4.271951, 18.806854 
50867, 4.237269, 4.255632, 19.278351 
50868, 4.307937, 4.189347, 20.049688 
50869, 4.282075, 4.223564, 21.198200 
50870, 4.306410, 4.208118, 22.573772 
50871, 4.354727, 4.165872, 23.702593 
50872, 4.355187, 4.170154, 24.394676 
50873, 4.338610, 4.190288, 24.816572 
50874, 4.341295, 4.189113, 25.050934 
50875, 3.748299, 4.685589, 18.190016 
50876, 3.727126, 4.703015, 18.301382 
50877, 3.722305, 4.707689, 18.469612 
50878, 3.718893, 4.711810, 18.749710 
50879, 3.740436, 4.697095, 19.213732 
50880, 3.822641, 4.634372, 19.972839 
50881, 3.785004, 4.670973, 21.103142 
50882, 3.807157, 4.659919, 22.456903 
50883, 3.858904, 4.622940, 23.567827 
