runn, x, y, z 
154700, -5.774995, -1.627709, 56.702644 
154701, -5.786307, -1.587027, 56.861164 
154702, -5.797349, -1.546201, 57.045803 
154703, -5.808525, -1.503675, 57.311249 
154704, -5.810098, -1.497586, 57.696682 
154705, -5.807409, -1.507977, 58.253860 
154706, -5.805284, -1.516141, 58.973911 
154707, -5.794198, -1.557970, 59.988422 
154708, -5.805091, -1.516879, 61.346546 
154709, -5.827238, -1.429438, 63.209236 
154710, -5.812501, -1.488231, 65.591133 
154711, -5.841749, -1.368931, 68.228340 
154712, -5.827834, -1.427008, 70.675835 
154713, -5.820478, -1.456719, 72.422905 
154714, -5.825210, -1.437684, 73.614372 
154715, -5.828542, -1.424114, 74.471107 
154716, -5.840326, -1.374989, 75.137993 
154717, -5.846758, -1.347377, 75.661003 
154718, -5.848137, -1.341378, 76.038483 
154719, -5.844788, -1.355898, 76.340065 
154720, -5.845456, -1.353012, 76.521652 
154721, -5.845884, -1.351161, 76.638115 
154722, -5.746119, -1.726879, 56.604836 
154723, -5.757983, -1.686902, 56.764091 
154724, -5.769444, -1.647274, 56.949585 
154725, -5.781219, -1.605463, 57.216263 
154726, -5.782890, -1.599431, 57.603485 
154727, -5.780078, -1.609563, 58.163250 
154728, -5.777726, -1.617986, 58.886639 
154729, -5.765958, -1.659436, 59.905857 
154730, -5.777683, -1.618140, 61.270283 
154731, -5.801256, -1.531480, 63.141613 
154732, -5.785648, -1.589426, 65.534569 
154733, -5.816864, -1.471087, 68.184006 
154734, -5.802020, -1.528583, 70.642860 
154735, -5.794447, -1.557041, 72.398033 
154736, -5.799551, -1.537925, 73.595024 
154737, -5.803101, -1.524474, 74.455734 
154738, -5.815592, -1.476105, 75.125710 
154739, -5.822431, -1.448895, 75.651154 
154740, -5.823908, -1.442946, 76.030380 
154741, -5.820364, -1.457177, 76.333359 
154742, -5.821079, -1.454316, 76.515800 
154743, -5.821537, -1.452482, 76.632797 
154744, -5.693177, -1.894131, 56.507492 
154745, -5.705929, -1.855364, 56.666660 
154746, -5.718015, -1.817775, 56.852055 
154747, -5.730757, -1.777196, 57.118591 
154748, -5.732594, -1.771261, 57.505604 
154749, -5.729590, -1.780955, 58.065067 
154750, -5.726832, -1.789802, 58.788067 
154751, -5.713927, -1.830585, 59.806740 
154752, -5.727088, -1.788983, 61.170429 
154753, -5.753036, -1.703695, 63.040752 
154754, -5.736007, -1.760176, 65.432419 
154755, -5.770509, -1.643542, 68.080429 
154756, -5.754123, -1.700020, 70.537964 
154757, -5.746276, -1.726356, 72.292191 
154758, -5.752021, -1.707118, 73.488541 
154759, -5.755934, -1.693877, 74.348785 
154760, -5.769576, -1.646812, 75.018402 
154761, -5.777079, -1.620296, 75.543564 
154762, -5.778719, -1.614437, 75.922585 
154763, -5.774864, -1.628173, 76.225403 
154764, -5.775658, -1.625356, 76.407745 
154765, -5.776165, -1.623549, 76.524673 
154766, -5.586331, -2.189270, 56.611622 
154767, -5.600521, -2.152712, 56.769852 
154768, -5.613450, -2.118769, 56.954155 
154769, -5.627767, -2.080444, 57.219116 
154770, -5.629889, -2.074693, 57.603844 
154771, -5.626601, -2.083594, 58.160007 
154772, -5.623049, -2.093161, 58.878742 
154773, -5.608182, -2.132672, 59.891399 
154774, -5.623985, -2.090644, 61.247044 
154775, -5.654029, -2.007973, 63.106331 
154776, -5.634640, -2.061755, 65.483887 
154777, -5.674836, -1.948395, 68.116272 
154778, -5.655810, -2.002951, 70.559296 
154779, -5.647768, -2.025517, 72.303177 
154780, -5.654688, -2.006117, 73.492470 
154781, -5.659227, -1.993275, 74.347641 
154782, -5.674764, -1.948603, 75.013306 
154783, -5.683367, -1.923366, 75.535362 
154784, -5.685288, -1.917681, 75.912148 
154785, -5.680943, -1.930516, 76.213181 
154786, -5.681870, -1.927783, 76.394440 
154787, -5.682465, -1.926030, 76.510689 
154788, -5.322408, -2.769833, 56.521919 
154789, -5.338918, -2.737874, 56.680622 
154790, -5.352493, -2.711239, 56.865475 
154791, -5.369388, -2.677624, 57.131233 
154792, -5.372045, -2.672291, 57.517113 
154793, -5.368411, -2.679584, 58.074944 
154794, -5.362991, -2.690414, 58.795830 
154795, -5.344446, -2.727068, 59.811523 
154796, -5.365855, -2.684697, 61.171230 
154797, -5.403588, -2.607917, 63.036087 
154798, -5.380136, -2.655962, 65.420761 
154799, -5.431124, -2.550076, 68.061035 
154800, -5.407222, -2.600375, 70.511383 
154801, -5.399921, -2.615503, 72.260490 
154802, -5.409326, -2.595995, 73.453346 
154803, -5.415042, -2.584050, 74.311081 
154804, -5.433774, -2.544426, 74.978737 
154805, -5.444263, -2.521904, 75.502365 
154806, -5.446713, -2.516608, 75.880280 
154807, -5.441627, -2.527587, 76.182213 
154808, -5.442809, -2.525041, 76.364014 
154809, -5.443566, -2.523407, 76.480606 
154810, -4.641244, -3.802480, 56.938187 
154811, -4.659992, -3.779481, 57.093143 
154812, -4.670938, -3.765944, 57.273628 
154813, -4.690478, -3.741579, 57.533108 
154814, -4.693985, -3.737179, 57.909874 
154815, -4.690529, -3.741515, 58.454525 
154816, -4.680653, -3.753863, 59.158382 
154817, -4.656237, -3.784106, 60.150085 
154818, -4.689150, -3.743244, 61.477669 
154819, -4.739175, -3.679704, 63.298477 
154820, -4.710659, -3.716139, 65.626823 
154821, -4.779310, -3.627423, 68.204727 
154822, -4.747920, -3.668414, 70.597191 
154823, -4.746151, -3.670701, 72.304977 
154824, -4.760623, -3.651913, 73.469650 
154825, -4.768225, -3.641982, 74.307121 
154826, -4.790648, -3.612436, 74.959015 
154827, -4.803450, -3.595396, 75.470268 
154828, -4.806750, -3.590983, 75.839256 
154829, -4.801193, -3.598409, 76.134056 
154830, -4.802782, -3.596288, 76.311562 
154831, -4.803801, -3.594927, 76.425400 
154832, -3.481619, -4.886546, 56.465446 
154833, -3.499172, -4.873991, 56.623550 
154834, -3.500283, -4.873194, 56.807709 
154835, -3.518957, -4.859727, 57.072468 
154836, -3.523168, -4.856675, 57.456894 
154837, -3.521387, -4.857966, 58.012623 
154838, -3.504716, -4.870007, 58.730797 
154839, -3.475407, -4.890966, 59.742668 
154840, -3.523240, -4.856622, 61.097256 
154841, -3.583555, -4.812290, 62.955097 
154842, -3.553796, -4.834308, 65.330795 
154843, -3.638091, -4.771194, 67.961128 
154844, -3.601074, -4.799194, 70.402260 
154845, -3.613041, -4.790192, 72.144783 
154846, -3.634049, -4.774273, 73.333145 
154847, -3.643242, -4.767262, 74.187645 
154848, -3.665797, -4.749940, 74.852798 
154849, -3.679064, -4.739672, 75.374451 
154850, -3.683086, -4.736547, 75.750938 
