runn, x, y, z 
183300, 5.805471, 1.515422, 55.985622 
183301, 5.805497, 1.515323, 56.091869 
183302, 5.805599, 1.514934, 56.228329 
183303, 5.820472, 1.456745, 56.527618 
183304, 5.825286, 1.437374, 56.922462 
183305, 5.830624, 1.415567, 57.431824 
183306, 5.831426, 1.412259, 58.099201 
183307, 5.827798, 1.427155, 59.014866 
183308, 5.824747, 1.439558, 60.288609 
183309, 5.827056, 1.430180, 62.067596 
183310, 5.825201, 1.437720, 64.380997 
183311, 5.824268, 1.441491, 67.368896 
183312, 5.822803, 1.447398, 69.953941 
183313, 5.820327, 1.457324, 71.755074 
183314, 5.821922, 1.450940, 72.959152 
183315, 5.818219, 1.465716, 73.836685 
183316, 5.819083, 1.462282, 74.502419 
183317, 5.819748, 1.459635, 75.037613 
183318, 5.820249, 1.457637, 75.412910 
183319, 5.820686, 1.455889, 75.737434 
183320, 5.820891, 1.455068, 75.903435 
183321, 5.821033, 1.454504, 76.017517 
183322, 5.790071, 1.573240, 55.889580 
183323, 5.789938, 1.573726, 55.996365 
183324, 5.789928, 1.573764, 56.133514 
183325, 5.804888, 1.517655, 56.434315 
183326, 5.809212, 1.501020, 56.831154 
183327, 5.814671, 1.479729, 57.343090 
183328, 5.815416, 1.476797, 58.013836 
183329, 5.811495, 1.492154, 58.934124 
183330, 5.808353, 1.504339, 60.214298 
183331, 5.810697, 1.495259, 62.002274 
183332, 5.808566, 1.503517, 64.327354 
183333, 5.807440, 1.507858, 67.330345 
183334, 5.805768, 1.514284, 69.928444 
183335, 5.803104, 1.524463, 71.738678 
183336, 5.804738, 1.518229, 72.948830 
183337, 5.800831, 1.533090, 73.830795 
183338, 5.801685, 1.529854, 74.499893 
183339, 5.802303, 1.527509, 75.037788 
183340, 5.802819, 1.525546, 75.414978 
183341, 5.803277, 1.523805, 75.741142 
183342, 5.803468, 1.523077, 75.907982 
183343, 5.803599, 1.522577, 76.022644 
183344, 5.861282, 1.687859, 55.894760 
183345, 5.860379, 1.689102, 56.001564 
183346, 5.859532, 1.689605, 56.138737 
183347, 5.873366, 1.635367, 56.439587 
183348, 5.875016, 1.622122, 56.836491 
183349, 5.878302, 1.600626, 57.348515 
183350, 5.875776, 1.597357, 58.019371 
183351, 5.866965, 1.612443, 58.939819 
183352, 5.857587, 1.622785, 60.220207 
183353, 5.851534, 1.611707, 62.008484 
183354, 5.837917, 1.618098, 64.333961 
183355, 5.822246, 1.619390, 67.337456 
183356, 5.807930, 1.623209, 69.935997 
183357, 5.796394, 1.631408, 71.746529 
183358, 5.792362, 1.623776, 72.956886 
183359, 5.783961, 1.637617, 73.839005 
183360, 5.781630, 1.633782, 74.508209 
183361, 5.779622, 1.631168, 75.046204 
183362, 5.778377, 1.628754, 75.423454 
183363, 5.777322, 1.626589, 75.749672 
183364, 5.776698, 1.625780, 75.916542 
183365, 5.776269, 1.625223, 76.031227 
183366, 5.721001, 1.808356, 56.202015 
183367, 5.720099, 1.811206, 56.307274 
183368, 5.719541, 1.812967, 56.442463 
183369, 5.734426, 1.765321, 56.738968 
183370, 5.736138, 1.759748, 57.130138 
183371, 5.741988, 1.740568, 57.634762 
183372, 5.742416, 1.739155, 58.295929 
183373, 5.737180, 1.756350, 59.203075 
183374, 5.733712, 1.767638, 60.464970 
183375, 5.736133, 1.759768, 62.227409 
183376, 5.732702, 1.770911, 64.519287 
183377, 5.730649, 1.777543, 67.479393 
183378, 5.728004, 1.786049, 70.040390 
183379, 5.724505, 1.797232, 71.824768 
183380, 5.726266, 1.791614, 73.017632 
183381, 5.721495, 1.806791, 73.887009 
183382, 5.722261, 1.804362, 74.546547 
183383, 5.722618, 1.803233, 75.076767 
183384, 5.723190, 1.801416, 75.448570 
183385, 5.723728, 1.799706, 75.770073 
183386, 5.723838, 1.799356, 75.934532 
183387, 5.723914, 1.799115, 76.047554 
183388, 5.633431, 2.065056, 56.018612 
183389, 5.631454, 2.070443, 56.124977 
183390, 5.630124, 2.074054, 56.261585 
183391, 5.644129, 2.035634, 56.561195 
183392, 5.641838, 2.041975, 56.956467 
183393, 5.647912, 2.025116, 57.466381 
183394, 5.647831, 2.025340, 58.134480 
183395, 5.640938, 2.044461, 59.051136 
183396, 5.637197, 2.054755, 60.326256 
183397, 5.639579, 2.048207, 62.107170 
183398, 5.634398, 2.062415, 64.423073 
183399, 5.631070, 2.071486, 67.414207 
183400, 5.627117, 2.082199, 70.002045 
183401, 5.622578, 2.094424, 71.805130 
183402, 5.624416, 2.089483, 73.010506 
183403, 5.618645, 2.104954, 73.888992 
183404, 5.619228, 2.103396, 74.555443 
183405, 5.619162, 2.103575, 75.091217 
183406, 5.619781, 2.101920, 75.466919 
183407, 5.620406, 2.100248, 75.791794 
183408, 5.620385, 2.100303, 75.957977 
183409, 5.620370, 2.100342, 76.072182 
183410, 5.436277, 2.539073, 56.048019 
183411, 5.431637, 2.548984, 56.154488 
183412, 5.428388, 2.555896, 56.291225 
183413, 5.438488, 2.534335, 56.591125 
183414, 5.425517, 2.561985, 56.986778 
183415, 5.431429, 2.549428, 57.497185 
183416, 5.429948, 2.552579, 58.165928 
183417, 5.419361, 2.574981, 59.083466 
183418, 5.415350, 2.583406, 60.359814 
183419, 5.417316, 2.579281, 62.142448 
183420, 5.407960, 2.598840, 64.460579 
183421, 5.401528, 2.612182, 67.454597 
183422, 5.394467, 2.626732, 70.044930 
183423, 5.387643, 2.640700, 71.849754 
183424, 5.389450, 2.637012, 73.056290 
183425, 5.381668, 2.652857, 73.935623 
183426, 5.381663, 2.652867, 74.602715 
183427, 5.380428, 2.655371, 75.139008 
183428, 5.381094, 2.654022, 75.515068 
183429, 5.381876, 2.652434, 75.840263 
183430, 5.560876, 2.741652, 76.006599 
183431, 5.381230, 2.653745, 76.120918 
183432, 4.922972, 3.429919, 55.907505 
183433, 4.910720, 3.447438, 56.014698 
183434, 4.901952, 3.459894, 56.152378 
183435, 4.895926, 3.468415, 56.454334 
183436, 4.850278, 3.531969, 56.852699 
183437, 4.853680, 3.527293, 57.366608 
183438, 4.847802, 3.535366, 58.039932 
183439, 4.827868, 3.562540, 58.963764 
183440, 4.824255, 3.567431, 60.248867 
183441, 4.824114, 3.567621, 62.043720 
183442, 4.803324, 3.595564, 64.377754 
183443, 4.947827, 3.736175, 67.392303 
183444, 4.772688, 3.636131, 70.000397 
183445, 4.760196, 3.652470, 71.817596 
183446, 4.761273, 3.651065, 73.032410 
183447, 4.749114, 3.666868, 73.917763 
183448, 4.747056, 3.669532, 74.589439 
183449, 4.742154, 3.675864, 75.129410 
183450, 4.742754, 3.675090, 75.508049 
183451, 4.743820, 3.673714, 75.835464 
183452, 4.742298, 3.675678, 76.002953 
183453, 4.741252, 3.677027, 76.118050 
183454, 3.836524, 4.613142, 55.800301 
183455, 3.807456, 4.637163, 55.908340 
183456, 3.786456, 4.654326, 56.047108 
183457, 3.736568, 4.694471, 56.351448 
183458, 3.615720, 4.788169, 56.752960 
183459, 3.610219, 4.792319, 57.270920 
183460, 3.594092, 4.804426, 57.949562 
183461, 3.555809, 4.832828, 58.880688 
183462, 3.555009, 4.833416, 60.175934 
183463, 3.548755, 4.838009, 61.984959 
183464, 3.503929, 4.870573, 64.337418 
183465, 3.470329, 4.894570, 67.375763 
183466, 3.437116, 4.917950, 70.004448 
183467, 3.413776, 4.934180, 71.835991 
183468, 3.412225, 4.935253, 73.060394 
183469, 3.392854, 4.948590, 73.952744 
183470, 3.385743, 4.953457, 74.629715 
183471, 3.372380, 4.962565, 75.173950 
183472, 3.372511, 4.962476, 75.555580 
183473, 3.373911, 4.961524, 75.885582 
183474, 3.369762, 4.964343, 76.054390 
183475, 3.366910, 4.966278, 76.170395 
183476, 2.786836, 5.313525, 55.872162 
183477, 2.741995, 5.336803, 55.979935 
183478, 2.709523, 5.353362, 56.118347 
183479, 2.614446, 5.400433, 56.421921 
183480, 2.422485, 5.489223, 56.822422 
183481, 2.407075, 5.495997, 57.339077 
183482, 2.381259, 5.507232, 58.016006 
183483, 2.327333, 5.530237, 58.944786 
183484, 2.330097, 5.529073, 60.236767 
183485, 2.317502, 5.534364, 62.041233 
183486, 2.251339, 5.561607, 64.387756 
183487, 2.201225, 5.581631, 67.418442 
183488, 2.152471, 5.600613, 70.040504 
183489, 2.120143, 5.612931, 71.867432 
183490, 2.115694, 5.614609, 73.088745 
183491, 2.091038, 5.623838, 73.978844 
183492, 2.079094, 5.628265, 74.654114 
183493, 2.057901, 5.636049, 75.196968 
183494, 2.057445, 5.636215, 75.577637 
183495, 2.059000, 5.635647, 75.906815 
183496, 2.052421, 5.638046, 76.075195 
183497, 2.047898, 5.639691, 76.190910 
183498, 2.160458, 5.597537, 55.911572 
183499, 2.106718, 5.617983, 56.019478 
