runn, x, y, z 
199459, 0.077085, -6.021618, 76.607246 
199460, 0.076146, -6.044199, 76.717934 
199461, 0.074876, -6.078936, 76.888222 
199462, 0.072468, -6.134984, 77.162964 
199463, 0.066927, -6.014609, 77.553238 
199464, 0.061941, -6.132092, 78.129173 
199465, 0.053727, -6.079513, 78.851875 
199466, 0.062888, -6.087035, 79.870155 
199467, 0.050381, -6.128443, 81.053635 
199468, 0.032603, -6.053858, 82.649147 
199469, 0.016538, -6.157057, 84.135963 
199470, 0.024982, -6.172273, 85.191689 
199471, 0.011637, -6.167168, 86.123878 
199472, 0.001697, -7.089341, 87.194695 
199473, -0.104813, -10.999500, 88.760796 
199474, 0.217853, -6.018170, 76.606987 
199475, 0.217376, -6.040769, 76.719681 
199476, 0.217179, -6.075517, 76.893059 
199477, 0.215914, -6.131612, 77.172783 
199478, 0.207686, -6.011395, 77.570129 
199479, 0.205466, -6.128962, 78.156517 
199480, 0.196310, -6.076581, 78.892326 
199481, 0.205392, -6.083894, 79.929070 
199482, 0.193870, -6.125583, 81.134018 
199483, 0.174471, -6.051431, 82.758469 
199484, 0.160286, -6.154993, 84.272247 
199485, 0.168068, -6.170035, 85.347122 
199486, 0.149092, -6.174343, 86.296211 
199487, 0.167908, -7.303544, 87.386459 
199488, 0.139078, -10.999121, 88.980957 
199489, 0.467093, -6.003970, 76.503357 
199490, 0.467436, -6.026578, 76.616409 
199491, 0.469138, -6.061269, 76.790337 
199492, 0.469907, -6.117391, 77.070953 
199493, 0.456923, -5.997602, 77.469566 
199494, 0.459609, -6.115157, 78.057816 
199495, 0.448799, -6.063163, 78.795967 
199496, 0.457729, -6.070127, 79.836021 
199497, 0.447962, -6.112257, 81.044800 
199498, 0.425723, -6.038958, 82.674416 
199499, 0.414890, -6.143085, 84.193016 
199500, 0.421487, -6.157916, 85.271317 
199501, 0.393557, -6.179514, 86.223427 
199502, 0.464050, -7.319383, 87.317139 
199503, 0.571250, -10.985157, 88.916718 
199504, 0.937880, -5.948631, 76.496490 
199505, 0.939777, -5.971178, 76.610222 
199506, 0.945066, -6.005491, 76.785194 
199507, 0.949696, -6.061466, 77.067505 
199508, 0.927745, -5.943004, 77.468521 
199509, 0.939730, -6.059975, 78.060310 
199510, 0.925820, -6.008845, 78.802910 
199511, 0.934428, -6.015213, 79.849228 
199512, 0.928044, -6.057977, 81.065285 
199513, 0.900509, -5.986597, 82.704720 
199514, 0.896106, -6.091521, 84.232468 
199515, 0.900459, -6.106288, 85.317261 
199516, 0.831659, -5.964513, 86.275116 
199517, 1.030330, -7.316210, 87.375412 
199518, 1.389037, -10.911946, 88.984627 
199519, 1.744004, -5.764051, 76.491554 
199520, 1.748597, -5.786238, 76.613693 
199521, 1.760000, -5.819061, 76.801613 
199522, 1.771318, -5.874157, 77.104797 
199523, 1.734050, -5.759607, 77.535461 
199524, 1.762046, -5.873805, 78.171021 
199525, 1.742882, -5.824580, 78.968529 
199526, 1.750858, -5.830133, 80.092216 
199527, 1.750457, -5.873351, 81.398201 
199528, 1.714083, -5.806219, 83.158875 
199529, 1.721061, -5.911648, 84.799591 
199530, 1.721648, -5.927352, 85.964600 
199531, 1.829444, -6.627014, 86.993286 
199532, 2.292179, -8.167686, 88.174950 
199533, 2.795267, -10.638913, 89.903160 
199534, 2.941613, -5.254783, 76.471756 
199535, 2.950325, -5.275767, 76.594864 
199536, 2.970612, -5.304200, 76.784271 
199537, 2.992162, -5.356328, 77.089867 
199538, 2.932167, -5.251895, 77.523956 
199539, 2.984186, -5.357334, 78.164558 
199540, 2.957220, -5.312082, 78.968407 
199541, 2.964154, -5.316929, 80.101021 
199542, 2.973143, -5.359176, 81.417381 
199543, 2.924176, -5.300891, 83.192039 
199544, 2.949274, -5.404758, 84.845795 
199545, 2.944938, -5.424474, 86.020058 
199546, 3.551005, -6.897483, 87.056915 
199547, 4.018764, -7.640140, 88.247963 
199548, 4.905587, -9.845569, 89.989906 
199549, 4.399270, -4.112452, 76.442131 
199550, 4.413347, -4.130436, 76.565201 
199551, 4.443657, -4.148853, 76.754555 
199552, 4.478530, -4.193573, 77.060059 
199553, 4.390767, -4.111103, 77.494011 
199554, 4.472528, -4.195580, 78.134422 
199555, 4.435684, -4.157893, 78.938026 
199556, 4.441476, -4.162841, 80.070297 
199557, 4.462983, -4.200253, 81.386261 
199558, 4.399721, -4.158451, 83.160378 
199559, 4.450303, -4.254930, 84.813637 
199560, 4.442834, -4.284718, 85.987549 
199561, 4.922489, -5.083533, 87.024086 
199562, 6.391037, -6.401445, 88.214783 
199563, 7.538299, -8.010871, 89.956192 
199564, 5.134507, -3.146851, 76.521843 
199565, 5.151603, -3.162140, 76.643959 
199566, 5.186161, -3.172192, 76.831833 
199567, 5.228546, -3.210233, 77.134941 
199568, 5.126594, -3.146116, 77.565506 
199569, 5.223712, -3.212354, 78.200912 
199570, 5.181358, -3.180707, 78.998238 
199571, 5.186882, -3.186253, 80.121666 
199572, 5.215510, -3.218509, 81.427345 
199573, 5.145702, -3.189358, 83.187599 
199574, 5.212143, -3.277681, 84.827934 
199575, 5.206076, -3.315774, 85.992668 
199576, 8.982218, -6.269104, 87.021111 
199577, 7.799224, -5.220081, 88.202499 
199578, 8.924740, -6.430320, 89.930305 
199579, 5.491345, -2.474190, 76.509026 
199580, 5.510906, -2.487903, 76.630424 
199581, 5.548303, -2.492798, 76.817207 
199582, 5.596820, -2.526932, 77.118553 
199583, 5.490772, -2.476884, 77.546616 
199584, 5.599789, -2.532193, 78.178322 
199585, 5.559798, -2.507135, 78.971001 
199586, 5.572979, -2.516613, 80.087883 
199587, 5.614242, -2.548986, 81.385963 
199588, 5.553396, -2.533747, 83.135971 
199589, 5.458713, -2.536767, 84.766754 
199590, 5.463313, -2.583152, 85.924706 
199591, 6.957302, -3.701360, 86.947159 
