runn, x, y, z 
127478, 5.789826, 1.574137, 40.019928 
127479, 5.805214, 1.516407, 40.188915 
127480, 5.824868, 1.439068, 40.457077 
127481, 5.825410, 1.436871, 40.920242 
127482, 5.840075, 1.376052, 41.577354 
127483, 5.850144, 1.332598, 42.564346 
127484, 5.851739, 1.325574, 43.950127 
127485, 5.831224, 1.413090, 45.754356 
127486, 5.814772, 1.479334, 48.025536 
127487, 5.841181, 1.371353, 50.266499 
127488, 5.833783, 1.402490, 51.991592 
127489, 5.821014, 1.454578, 53.206932 
127490, 5.817153, 1.469945, 54.013294 
127491, 5.808018, 1.505633, 54.571877 
127492, 5.803616, 1.522513, 55.006630 
127493, 5.798969, 1.540118, 55.329235 
127494, 5.799211, 1.539207, 55.522198 
127495, 5.799387, 1.538541, 55.663063 
127496, 5.764071, 1.665981, 40.027843 
127497, 5.779977, 1.609926, 40.195885 
127498, 5.800345, 1.534925, 40.462540 
127499, 5.800879, 1.532909, 40.923103 
127500, 5.816277, 1.473405, 41.576530 
127501, 5.826912, 1.430765, 42.557983 
127502, 5.828634, 1.423736, 43.935986 
127503, 5.806904, 1.509922, 45.730091 
127504, 5.789347, 1.575902, 47.988525 
127505, 5.817408, 1.468933, 50.216911 
127506, 5.809184, 1.501127, 51.932327 
127507, 5.795560, 1.552895, 53.140842 
127508, 5.791432, 1.568219, 53.942684 
127509, 5.781789, 1.603409, 54.498131 
127510, 5.777210, 1.619828, 54.930443 
127511, 5.772312, 1.637199, 55.251240 
127512, 5.772549, 1.636363, 55.443115 
127513, 5.772722, 1.635752, 55.583191 
127514, 5.720202, 1.812577, 39.947300 
127515, 5.737347, 1.759362, 40.120823 
127516, 5.759524, 1.688340, 40.396179 
127517, 5.761425, 1.687019, 40.871773 
127518, 5.779911, 1.630169, 41.546520 
127519, 5.794403, 1.589633, 42.560001 
127520, 5.800526, 1.583733, 43.982967 
127521, 5.782317, 1.669503, 45.835617 
127522, 5.769760, 1.737280, 48.167747 
127523, 5.807319, 1.633439, 50.468849 
127524, 5.802840, 1.668970, 52.240238 
127525, 5.791421, 1.721605, 53.488194 
127526, 5.789259, 1.737685, 54.316196 
127527, 5.780427, 1.772830, 54.889771 
127528, 5.776862, 1.789032, 55.336189 
127529, 5.772497, 1.806458, 55.667454 
127530, 5.773301, 1.805917, 55.865593 
127531, 5.773888, 1.805521, 56.010239 
127532, 5.640130, 2.046689, 39.966385 
127533, 5.657678, 1.997668, 40.135956 
127534, 5.680272, 1.932488, 40.405045 
127535, 5.680704, 1.931217, 40.869808 
127536, 5.698748, 1.877305, 41.529194 
127537, 5.711497, 1.838153, 42.519596 
127538, 5.713755, 1.831121, 43.910164 
