runn, x, y, z 
34723, 0.456206, -5.986487, 18.136322 
34724, 0.463910, -5.985819, 18.287384 
34725, 0.497349, -5.983002, 18.548288 
34726, 0.618283, -5.971504, 18.970085 
34727, 0.519060, -5.980604, 19.646603 
34728, 0.496777, -5.982028, 20.576527 
34729, 0.650465, -5.966609, 21.889490 
34730, 0.599796, -5.971135, 23.433199 
34731, 0.582638, -5.972293, 24.504965 
34732, 0.616420, -5.968594, 25.111923 
34733, 0.791887, -5.947677, 25.465506 
34734, 0.840998, -5.940835, 25.656694 
34735, 0.972884, -5.936938, 18.348133 
34736, 0.976988, -5.935941, 18.492384 
34737, 1.004632, -5.930768, 18.741529 
34738, 1.114016, -5.910294, 19.144312 
34739, 1.018228, -5.926101, 19.790331 
34740, 1.006292, -5.926152, 20.678335 
34741, 1.150462, -5.897041, 21.932112 
34742, 1.096299, -5.904043, 23.406231 
34743, 1.079420, -5.904857, 24.429682 
34744, 1.107854, -5.898287, 25.009279 
34745, 1.268530, -5.865068, 25.346924 
34746, 1.311903, -5.855106, 25.529493 
34747, 1.816815, -5.756597, 18.667700 
34748, 1.815012, -5.756411, 18.800610 
34749, 1.832796, -5.749467, 19.030165 
34750, 1.921763, -5.718223, 19.401278 
34751, 1.832572, -5.744042, 19.996502 
34752, 1.836747, -5.738053, 20.814684 
34753, 1.962616, -5.689608, 21.969877 
34754, 1.902875, -5.702106, 23.328089 
34755, 1.886067, -5.702306, 24.271069 
34756, 1.905217, -5.692884, 24.805094 
34757, 2.039806, -5.644266, 25.116188 
34758, 2.073373, -5.631051, 25.284403 
34759, 2.526730, -5.448032, 18.195492 
34760, 2.520415, -5.450838, 18.332798 
34761, 2.530115, -5.446137, 18.569948 
34762, 2.600809, -5.412400, 18.953341 
34763, 2.520718, -5.449632, 19.568260 
34764, 2.539945, -5.439967, 20.413515 
34765, 2.650470, -5.385939, 21.606932 
34766, 2.590768, -5.413692, 23.010084 
34767, 2.576606, -5.419601, 23.984264 
34768, 2.589000, -5.413212, 24.535959 
34769, 2.700367, -5.358244, 24.857349 
34770, 2.725713, -5.345243, 25.031128 
34771, 3.094096, -5.164526, 18.116302 
34772, 3.084233, -5.169953, 18.254372 
34773, 3.087373, -5.167266, 18.492840 
34774, 3.143063, -5.132262, 18.878361 
34775, 3.069192, -5.174675, 19.496696 
34776, 3.097526, -5.154867, 20.346645 
34777, 3.192780, -5.092278, 21.546692 
34778, 3.130828, -5.125768, 22.957638 
34779, 3.116710, -5.131014, 23.937231 
34780, 3.122734, -5.125452, 24.491989 
34781, 3.214580, -5.067235, 24.815165 
34782, 3.233094, -5.054836, 24.989910 
34783, 3.551171, -4.877339, 17.935545 
34784, 3.538687, -4.885596, 18.076502 
34785, 3.536693, -4.885643, 18.319958 
34786, 3.580058, -4.851683, 18.713545 
34787, 3.511643, -4.897821, 19.344816 
34788, 3.546190, -4.867879, 20.212545 
34789, 3.628061, -4.800037, 21.437695 
34790, 3.564662, -4.838995, 22.878159 
34791, 3.550366, -4.843735, 23.878242 
34792, 3.551245, -4.839826, 24.444607 
34793, 3.626967, -4.781420, 24.774542 
34794, 3.639995, -4.770467, 24.952942 
34795, 4.097633, -4.384552, 17.759439 
34796, 4.083078, -4.398076, 17.900972 
34797, 4.076151, -4.404439, 18.145422 
34798, 4.105410, -4.377086, 18.540613 
34799, 4.047928, -4.430151, 19.174458 
34800, 4.092146, -4.389132, 20.045727 
34801, 4.161046, -4.323574, 21.275871 
34802, 4.103556, -4.377832, 22.722210 
34803, 4.093451, -4.387045, 23.726372 
34804, 4.090588, -4.389580, 24.295046 
34805, 4.147017, -4.336228, 24.626326 
34806, 4.154070, -4.329430, 24.805454 
34807, 4.735674, -3.722643, 17.694475 
34808, 4.719833, -3.743543, 17.844025 
34809, 4.708575, -3.759131, 18.102320 
34810, 4.723226, -3.743043, 18.519896 
34811, 4.678905, -3.801992, 19.189644 
34812, 4.731075, -3.742030, 20.110262 
34813, 4.785146, -3.680047, 21.410086 
34814, 4.736427, -3.751101, 22.938347 
34815, 4.731250, -3.763552, 23.999388 
34816, 4.725102, -3.774614, 24.600271 
34817, 4.760600, -3.731715, 24.950317 
34818, 4.761605, -3.731499, 25.139591 
34819, 5.315035, -2.883905, 17.820160 
34820, 5.298271, -2.912664, 17.960026 
34821, 5.282300, -2.938232, 18.201593 
34822, 5.280650, -2.935866, 18.592127 
34823, 5.243414, -2.993489, 19.218502 
34824, 5.287417, -2.903208, 20.079502 
34825, 5.312306, -2.840342, 21.295151 
34826, 5.259599, -2.917288, 22.724443 
