runn, x, y, z 
212134, -5.837310, 1.494166, 77.153557 
212135, -5.864070, 1.509191, 77.307213 
212136, -5.903751, 1.531148, 77.534744 
212137, -5.970291, 1.546236, 77.888100 
212138, -5.870841, 1.526164, 78.399490 
212139, -5.983388, 1.590023, 79.047607 
212140, -5.937885, 1.622765, 79.900391 
212141, -5.958269, 1.648496, 81.073868 
212142, -5.842858, 1.631104, 82.546158 
212143, -5.774669, 1.662567, 84.323280 
212144, -5.877499, 1.782469, 86.046631 
212145, -6.466994, 2.520533, 87.081413 
212146, -7.492048, 3.097695, 87.939667 
212147, -9.120796, 3.266286, 88.887764 
212148, -10.311433, 3.830712, 89.974998 
212149, -5.852907, 1.431853, 77.246933 
212150, -5.879785, 1.446755, 77.399467 
212151, -5.919801, 1.467872, 77.625343 
212152, -5.986437, 1.482494, 77.976128 
212153, -5.886900, 1.462993, 78.483788 
212154, -6.000205, 1.525339, 79.127190 
212155, -5.955352, 1.557442, 79.973763 
212156, -5.976116, 1.582578, 81.138695 
212157, -5.860644, 1.565994, 82.600258 
212158, -5.793208, 1.596768, 84.364441 
212159, -5.898313, 1.712337, 86.075241 
212160, -6.501244, 2.427593, 87.102486 
212161, -7.536062, 2.989025, 87.954491 
212162, -9.161232, 3.140628, 88.895683 
212163, -10.366409, 3.679342, 89.974998 
212164, -5.878898, 1.321093, 77.138023 
212165, -5.905986, 1.335777, 77.291862 
212166, -5.946562, 1.355394, 77.519669 
212167, -6.013363, 1.369188, 77.873451 
212168, -5.913675, 1.350700, 78.385460 
212169, -6.028271, 1.410342, 79.034370 
212170, -5.984523, 1.441292, 79.888184 
212171, -6.005934, 1.465356, 81.063087 
212172, -5.890365, 1.450206, 82.537155 
212173, -5.824203, 1.479729, 84.316429 
212174, -5.933121, 1.587536, 86.041878 
212175, -6.558624, 2.261854, 87.077911 
212176, -7.610143, 2.795037, 87.937202 
212177, -9.037897, 2.856591, 88.886452 
212178, -10.458323, 3.409325, 89.974998 
212179, -5.916328, 1.141833, 77.517967 
212180, -5.943759, 1.156157, 77.667252 
212181, -5.985147, 1.173329, 77.888313 
212182, -6.052199, 1.185793, 78.231628 
212183, -5.952272, 1.168930, 78.728485 
212184, -6.068816, 1.224167, 79.358185 
212185, -6.026719, 1.253198, 80.186729 
212186, -6.049099, 1.275504, 81.326851 
212187, -5.933396, 1.262659, 82.757294 
212188, -5.869123, 1.290089, 84.483910 
