runn, x, y, z 
224575, 5.839933, 1.473536, 76.380234 
224576, 5.862165, 1.484558, 76.513260 
224577, 5.897519, 1.502182, 76.724983 
224578, 5.965071, 1.513934, 77.099922 
224579, 5.855946, 1.485068, 77.577766 
224580, 5.976738, 1.523478, 78.271721 
224581, 5.937185, 1.507274, 79.136475 
224582, 5.955354, 1.520058, 80.347229 
224583, 5.813206, 1.499859, 81.758331 
224584, 5.923244, 1.537005, 83.490509 
224585, 5.827339, 1.561237, 85.209564 
224586, 5.808133, 1.686904, 86.390312 
224587, 7.504476, 2.264454, 87.477516 
224588, 8.763968, 2.431349, 88.597206 
224589, 10.385882, 3.624011, 89.965370 
224590, 5.818461, 1.556161, 76.385574 
224591, 5.840546, 1.567456, 76.518433 
224592, 5.875664, 1.585514, 76.729874 
224593, 5.943015, 1.598323, 77.104332 
224594, 5.834291, 1.567983, 77.581551 
224595, 5.954526, 1.608105, 78.274597 
224596, 5.915162, 1.591508, 79.138222 
224597, 5.933131, 1.604610, 80.347397 
224598, 5.791285, 1.582389, 81.756653 
224599, 5.900752, 1.621213, 83.486572 
224600, 5.804659, 1.643556, 85.203392 
224601, 5.784110, 1.767521, 86.382591 
224602, 7.272374, 2.304499, 87.468376 
224603, 8.721981, 2.552550, 88.586609 
224604, 10.336421, 3.762765, 89.952988 
224605, 5.782112, 1.691128, 76.393410 
224606, 5.805344, 1.703278, 76.525009 
224607, 5.842285, 1.722698, 76.734451 
224608, 5.913210, 1.738383, 77.105377 
224609, 5.810203, 1.707112, 77.578087 
224610, 5.936748, 1.752186, 78.264595 
224611, 5.906781, 1.737603, 79.120064 
224612, 5.937102, 1.755012, 80.317818 
224613, 5.810572, 1.734019, 81.713776 
224614, 5.937175, 1.781097, 83.427361 
224615, 5.858644, 1.806468, 85.127968 
224616, 5.847651, 1.933563, 86.296036 
224617, 6.940745, 2.373424, 87.371567 
224618, 8.587722, 2.729764, 88.479240 
224619, 10.531038, 4.097224, 89.832718 
224620, 5.708171, 1.921696, 76.409470 
224621, 5.729555, 1.934190, 76.541550 
224622, 5.763556, 1.954151, 76.751755 
224623, 5.829811, 1.971643, 77.124023 
224624, 5.723126, 1.934776, 77.598450 
224625, 5.840570, 1.982454, 78.287453 
224626, 5.802089, 1.964128, 79.146027 
224627, 5.819099, 1.978611, 80.348129 
224628, 5.678955, 1.947410, 81.749153 
224629, 5.785556, 1.993625, 83.468956 
224630, 5.689042, 2.007521, 85.175743 
224631, 5.663023, 2.123729, 86.348053 
224632, 6.888261, 2.661177, 87.427490 
224633, 8.889896, 3.222115, 88.539185 
224634, 10.092615, 4.374828, 89.897575 
224635, 5.555608, 2.326230, 76.437439 
224636, 5.576124, 2.340030, 76.569611 
224637, 5.608737, 2.362063, 76.779961 
224638, 5.673362, 2.384750, 77.152481 
224639, 5.569457, 2.340657, 77.627243 
224640, 5.683169, 2.396657, 78.316711 
224641, 5.645763, 2.376424, 79.175880 
224642, 5.661564, 2.392386, 80.378807 
224643, 5.524033, 2.351170, 81.780800 
224644, 5.626791, 2.405500, 83.501785 
224645, 5.530622, 2.409889, 85.209747 
224646, 5.499475, 2.517107, 86.382866 
224647, 6.820946, 3.199933, 87.463043 
224648, 8.604433, 3.832979, 88.575508 
224649, 9.772866, 5.048869, 89.934830 
224650, 5.187017, 3.061206, 76.388931 
224651, 5.205668, 3.077323, 76.519424 
224652, 5.235309, 3.103033, 76.727112 
224653, 5.295730, 3.135174, 77.094917 
224654, 5.198449, 3.077930, 77.563667 
224655, 5.303452, 3.148932, 78.244415 
224656, 5.268302, 3.125225, 79.092697 
224657, 5.281466, 3.143714, 80.280403 
224658, 5.150866, 3.084076, 81.664642 
224659, 5.244636, 3.152935, 83.363846 
224660, 5.151488, 3.139667, 85.050179 
224661, 5.451894, 3.443171, 86.208443 
224662, 8.441795, 5.432516, 87.274948 
224663, 7.607766, 4.715357, 88.373329 
224664, 9.041676, 6.264831, 89.715446 
224665, 4.135598, 4.378694, 76.499321 
224666, 4.149657, 4.398777, 76.631226 
224667, 4.171988, 4.430778, 76.841164 
224668, 4.219633, 4.479818, 77.212952 
224669, 4.140998, 4.398825, 77.686768 
224670, 4.222151, 4.496201, 78.374886 
224671, 4.192454, 4.466023, 79.232353 
224672, 4.199054, 4.488291, 80.432907 
224673, 4.090209, 4.394670, 81.832130 
224674, 4.159385, 4.488510, 83.549721 
224675, 4.081518, 4.442584, 85.254303 
224676, 4.309551, 4.796493, 86.425110 
224677, 4.937088, 5.569103, 87.503151 
224678, 6.322541, 6.967848, 88.613419 
224679, 7.082857, 8.416243, 89.970062 
224680, 2.628446, 5.419170, 76.517097 
224681, 2.636633, 5.442156, 76.648178 
224682, 2.649624, 5.478756, 76.856796 
224683, 2.678307, 5.540825, 77.226250 
224684, 2.626270, 5.440610, 77.697098 
224685, 2.674321, 5.557912, 78.380890 
224686, 2.651715, 5.521816, 79.232979 
224687, 2.650079, 5.545619, 80.426003 
224688, 2.574563, 5.423520, 81.816437 
224689, 2.609873, 5.534958, 83.523247 
224690, 2.560071, 5.462726, 85.217140 
224691, 2.534690, 5.491394, 86.380592 
224692, 3.082008, 6.759548, 87.451874 
224693, 3.971451, 8.580108, 88.555168 
224694, 4.396559, 10.083168, 89.903297 
224695, 1.623918, 5.799915, 76.487144 
224696, 1.628401, 5.823848, 76.618950 
224697, 1.635503, 5.861946, 76.828720 
224698, 1.651438, 5.928475, 77.200211 
224699, 1.617169, 5.820850, 77.673653 
224700, 1.643564, 5.944836, 78.361221 
224701, 1.625632, 5.905875, 79.218010 
224702, 1.619019, 5.929215, 80.417618 
224703, 1.566498, 5.795604, 81.815735 
224704, 1.579911, 5.911944, 83.531960 
224705, 1.550395, 5.830233, 85.235199 
224706, 1.538406, 5.849219, 86.405075 
224707, 1.883559, 7.263918, 87.482269 
224708, 2.320587, 8.865814, 88.591652 
224709, 2.640759, 10.678314, 89.947220 
224710, 0.982549, 5.942283, 76.620926 
224711, 0.984719, 5.966508, 76.743629 
224712, 0.988141, 6.005069, 76.938919 
224713, 0.995945, 6.073069, 77.284767 
224714, 0.973060, 5.962439, 77.725533 
224715, 0.985761, 6.088568, 78.365631 
224716, 0.970867, 6.048095, 79.163277 
224717, 0.961267, 6.070649, 80.280075 
224718, 0.923676, 5.932096, 81.581680 
224719, 0.923376, 6.049345, 83.179436 
224720, 0.907101, 5.964269, 84.765099 
224721, 0.904406, 5.980143, 85.854218 
224722, 0.973063, 6.556036, 86.857048 
224723, 1.192125, 8.021277, 87.889854 
224724, 1.527663, 10.893404, 89.151848 
224725, 0.654471, 5.987303, 76.748077 
224726, 0.655468, 6.011593, 76.876900 
224727, 0.657026, 6.050256, 77.081924 
224728, 0.660679, 6.118625, 77.445023 
224729, 0.643635, 6.006935, 77.907761 
224730, 0.649368, 6.133572, 78.579781 
224731, 0.636054, 6.092411, 79.417191 
224732, 0.624984, 6.114426, 80.589676 
224733, 0.595098, 5.974010, 81.956169 
224734, 0.587865, 6.091110, 83.633591 
224735, 0.578405, 6.005064, 85.298317 
224736, 0.580569, 6.020216, 86.441734 
224737, 0.710473, 7.556082, 87.494568 
224738, 0.842378, 9.042463, 88.578873 
224739, 0.959913, 10.958036, 89.903786 
224740, 0.470760, 6.004541, 76.751350 
224741, 0.471103, 6.028844, 76.871063 
224742, 0.471622, 6.067524, 77.061600 
224743, 0.472953, 6.135991, 77.399017 
224744, 0.459185, 6.023842, 77.829048 
224745, 0.461027, 6.150596, 78.453560 
224746, 0.448608, 6.109075, 79.231773 
224747, 0.436732, 6.130749, 80.321365 
224748, 0.411179, 5.989480, 81.591255 
224749, 0.400091, 6.106319, 83.150093 
224750, 0.394451, 6.019946, 84.697128 
224751, 0.399349, 6.034946, 85.759712 
224752, 0.406575, 6.354999, 86.738121 
224753, 0.490854, 7.850817, 87.745766 
224754, 0.642369, 10.981228, 88.977013 
224755, 0.357358, 6.012356, 76.855705 
224756, 0.357298, 6.036657, 76.972275 
224757, 0.357177, 6.075336, 77.157806 
224758, 0.357077, 6.143823, 77.486382 
224759, 0.345333, 6.031440, 77.905121 
224760, 0.344777, 6.158206, 78.513237 
224761, 0.332915, 6.116470, 79.271034 
224762, 0.320546, 6.137920, 80.332024 
224763, 0.297677, 5.996193, 81.568596 
224764, 0.284217, 6.112808, 83.086517 
224765, 0.280936, 6.026310, 84.592957 
224766, 0.287522, 6.041306, 85.627655 
224767, 0.279916, 6.148428, 86.580383 
224768, 0.334368, 7.649312, 87.561584 
224769, 0.446467, 10.990935, 88.760521 
224770, 6.496644, 1.676782, 76.386696 
224771, 6.518254, 1.688143, 76.519699 
224772, 6.552617, 1.706302, 76.731377 
224773, 6.616187, 1.727980, 77.106247 
224774, 6.506851, 1.708941, 77.584000 
224775, 6.622002, 1.758451, 78.277824 
224776, 6.577912, 1.762828, 79.142418 
224777, 6.589839, 1.796658, 80.352936 
224778, 6.468186, 1.710548, 81.763771 
224779, 6.567400, 1.778825, 83.495621 
224780, 6.469261, 1.815697, 85.214355 
224781, 6.457870, 1.909332, 86.394875 
224782, 8.120892, 2.471212, 87.481873 
224783, 9.243415, 3.004583, 88.601357 
224784, 10.939639, 3.815735, 89.969261 
224785, 6.472365, 1.768182, 76.391983 
224786, 6.493830, 1.779783, 76.524872 
224787, 6.527962, 1.798322, 76.736374 
224788, 6.591239, 1.820828, 77.110939 
224789, 6.482213, 1.800142, 77.588287 
224790, 6.596718, 1.851044, 78.281532 
224791, 6.552351, 1.855582, 79.145393 
224792, 6.563900, 1.889226, 80.354904 
224793, 6.443330, 1.801918, 81.764565 
224794, 6.541707, 1.871107, 83.494957 
224795, 6.443299, 1.905776, 85.212257 
224796, 6.430957, 1.998103, 86.391792 
224797, 7.891991, 2.514537, 87.477875 
224798, 9.197411, 3.120840, 88.596420 
224799, 10.890055, 3.955027, 89.963181 
224800, 6.431140, 1.917430, 76.400208 
224801, 6.453729, 1.929829, 76.532448 
224802, 6.489645, 1.949640, 76.742920 
224803, 6.556266, 1.974656, 77.115654 
224804, 6.452700, 1.952778, 77.590683 
224805, 6.573217, 2.008151, 78.280548 
224806, 6.537208, 2.015722, 79.140198 
224807, 6.560502, 2.053052, 80.343811 
224808, 6.456289, 1.967911, 81.746597 
224809, 6.570911, 2.044415, 83.468559 
224810, 6.489499, 2.081753, 85.177483 
224811, 6.487271, 2.177171, 86.351265 
224812, 7.564462, 2.589435, 87.432060 
224813, 9.059112, 3.287955, 88.545158 
224814, 11.079184, 4.287745, 89.905251 
224815, 6.348096, 2.172477, 76.413818 
224816, 6.368884, 2.185127, 76.544273 
224817, 6.401935, 2.205330, 76.751915 
224818, 6.463768, 2.231491, 77.119629 
224819, 6.356429, 2.203500, 77.588257 
224820, 6.467850, 2.260526, 78.268829 
224821, 6.422081, 2.265692, 79.116905 
224822, 6.432033, 2.298458, 80.304314 
224823, 6.316421, 2.205955, 81.688210 
224824, 6.410978, 2.279107, 83.386978 
224825, 6.310946, 2.303580, 85.072891 
224826, 6.295714, 2.390316, 86.230873 
224827, 7.508386, 2.884820, 87.297112 
224828, 9.337173, 3.779268, 88.395210 
224829, 10.646668, 4.569901, 89.736992 
224830, 6.176945, 2.619796, 76.442886 
224831, 6.196908, 2.633588, 76.575203 
224832, 6.228646, 2.655602, 76.785789 
224833, 6.288591, 2.685790, 77.158722 
224834, 6.183749, 2.649688, 77.634003 
224835, 6.291293, 2.713428, 78.324234 
224836, 6.243638, 2.719095, 79.184349 
224837, 6.251966, 2.750795, 80.388611 
224838, 6.142183, 2.652734, 81.792145 
224839, 6.232282, 2.730133, 83.515038 
224840, 6.127915, 2.741408, 85.224876 
224841, 6.113745, 2.823430, 86.399292 
224842, 7.409990, 3.369911, 87.430656 
224843, 9.039626, 4.363083, 88.594353 
224844, 10.329225, 5.248109, 89.955177 
224845, 5.765201, 3.432264, 76.439362 
224846, 5.783439, 3.448085, 76.564766 
224847, 5.812428, 3.473316, 76.764366 
224848, 5.868072, 3.510781, 77.117836 
224849, 5.769646, 3.459882, 77.568321 
224850, 5.868741, 3.535668, 78.222534 
224851, 5.816702, 3.541534, 79.037773 
224852, 5.822493, 3.571069, 80.179192 
224853, 5.724362, 3.463393, 81.509491 
224854, 5.805633, 3.548182, 83.142479 
224855, 5.710188, 3.541446, 84.763100 
224856, 6.017089, 3.817903, 85.876236 
224857, 9.025611, 5.642387, 86.901176 
224858, 8.045464, 5.196960, 87.956757 
224859, 9.607263, 6.475804, 89.246574 
224860, 4.595976, 4.888237, 76.550056 
224861, 4.610096, 4.907567, 76.679527 
224862, 4.632536, 4.938359, 76.885582 
224863, 4.676667, 4.988765, 77.250511 
