runn, x, y, z 
38935, -5.801569, -1.530834, 17.014338 
38936, -5.806880, -1.511262, 17.129860 
38937, -5.802382, -1.529736, 17.346411 
38938, -5.787908, -1.585817, 17.728092 
38939, -5.799741, -1.545910, 18.392548 
38940, -5.826637, -1.448224, 19.498968 
38941, -5.794653, -1.580841, 21.140835 
38942, -5.787507, -1.615238, 22.627306 
38943, -5.794809, -1.594161, 23.552315 
38944, -5.806376, -1.554847, 24.120121 
38945, -5.816992, -1.516263, 24.388472 
38946, -5.817285, -1.515988, 24.528999 
38947, -5.766681, -1.657382, 16.946436 
38948, -5.772404, -1.637928, 17.063103 
38949, -5.767647, -1.655697, 17.281799 
38950, -5.752352, -1.709949, 17.667261 
38951, -5.764956, -1.670298, 18.338299 
38952, -5.793314, -1.575012, 19.455679 
38953, -5.758146, -1.707166, 21.113813 
38954, -5.750605, -1.739580, 22.615009 
38955, -5.758240, -1.718654, 23.549181 
38956, -5.770404, -1.680198, 24.122612 
38957, -5.781564, -1.642758, 24.393621 
38958, -5.781844, -1.642489, 24.535542 
38959, -5.694962, -1.889096, 16.904755 
38960, -5.701438, -1.869887, 17.022270 
38961, -5.696279, -1.886347, 17.242558 
38962, -5.679656, -1.937198, 17.630821 
38963, -5.693671, -1.898056, 18.306736 
38964, -5.724492, -1.807246, 19.432238 
38965, -5.683455, -1.938350, 21.102423 
38966, -5.675398, -1.967100, 22.614531 
38967, -5.683645, -1.946467, 23.555492 
38968, -5.696829, -1.909612, 24.133093 
38969, -5.708874, -1.874295, 24.406071 
38970, -5.709133, -1.874033, 24.549023 
38971, -5.508697, -2.378020, 16.831570 
38972, -5.516766, -2.359435, 16.952173 
38973, -5.511069, -2.373071, 17.178249 
38974, -5.492418, -2.416551, 17.576717 
38975, -5.509403, -2.378679, 18.270395 
38976, -5.544482, -2.297633, 19.425474 
38977, -5.490896, -2.425586, 21.139551 
38978, -5.482677, -2.446516, 22.691397 
38979, -5.492203, -2.426566, 23.657087 
38980, -5.507226, -2.393217, 24.249866 
38981, -5.520666, -2.362498, 24.530018 
38982, -5.520876, -2.362242, 24.676727 
38983, -5.141712, -3.093497, 16.819950 
38984, -5.152750, -3.076509, 16.936918 
38985, -5.148290, -3.086643, 17.156176 
38986, -5.130815, -3.120274, 17.542627 
38987, -5.155848, -3.086960, 18.215387 
38988, -5.200944, -3.024368, 19.335634 
38989, -5.137434, -3.151035, 20.998022 
38990, -5.139594, -3.165557, 22.503073 
38991, -5.156158, -3.149793, 23.439642 
38992, -5.176306, -3.123559, 24.014544 
38993, -5.192150, -3.100478, 24.286247 
38994, -5.193071, -3.100678, 24.428534 
38995, -4.514840, -3.952471, 16.873116 
38996, -4.528601, -3.937636, 16.990236 
38997, -4.525557, -3.942892, 17.209780 
38998, -4.510475, -3.963219, 17.596735 
38999, -4.540313, -3.934411, 18.270372 
39000, -4.584753, -3.891655, 19.392082 
39001, -4.496816, -4.006112, 21.056641 
39002, -4.505223, -4.008585, 22.563654 
39003, -4.523444, -3.995465, 23.501444 
39004, -4.543971, -3.976703, 24.077097 
39005, -4.558339, -3.962405, 24.349155 
39006, -4.559083, -3.962691, 24.491627 
39007, -3.690530, -4.731238, 17.042984 
39008, -3.706739, -4.719172, 17.160069 
39009, -3.706829, -4.720269, 17.379543 
39010, -3.698541, -4.728821, 17.766380 
39011, -3.732639, -4.705549, 18.439810 
39012, -3.770662, -4.681161, 19.561172 
39013, -3.659353, -4.777450, 21.225214 
39014, -3.678812, -4.770444, 22.731762 
39015, -3.698371, -4.760264, 23.669264 
39016, -3.717258, -4.748588, 24.244738 
39017, -3.727403, -4.742076, 24.516712 
39018, -3.727963, -4.742393, 24.659138 
39019, -2.835577, -5.288011, 17.285957 
39020, -2.853525, -5.278776, 17.403309 
39021, -2.857563, -5.277393, 17.623287 
39022, -2.858399, -5.278355, 18.011007 
39023, -2.895476, -5.260579, 18.685978 
39024, -2.923585, -5.249137, 19.809906 
39025, -2.794493, -5.325028, 21.477757 
39026, -2.826838, -5.313416, 22.987751 
