runn, x, y, z 
0, 0.905806, -0.423693, 0.000000 
1, 0.923083, -0.459282, 1.710682 
2, 0.969353, -0.481600, 3.571949 
3, 1.012848, -0.498980, 5.398604 
4, 1.061175, -0.517888, 7.262459 
5, 0.931918, -0.450227, 9.144490 
6, 0.982020, -0.469523, 11.021675 
7, 3.905067, -1.686339, 12.572143 
8, 4.822069, -2.421151, 13.770398 
9, 5.743849, -2.022884, 15.094285 
10, 5.753781, -1.887414, 15.960130 
11, 5.905853, -1.743475, 16.718264 
12, 5.806632, -1.678690, 17.359444 
13, 5.942007, -1.428629, 17.854950 
14, 6.019658, -1.313729, 18.225239 
15, 0.922785, -0.385315, 0.000000 
16, 0.942049, -0.419007, 1.721902 
17, 0.989115, -0.439584, 3.595377 
18, 1.033145, -0.455471, 5.434013 
19, 1.081895, -0.473080, 7.310093 
20, 0.949619, -0.411581, 9.204469 
21, 1.000281, -0.429249, 11.093966 
22, 3.977054, -1.538678, 12.654602 
23, 9.371802, -4.844883, 14.112358 
24, 5.803226, -1.852703, 15.193288 
25, 5.803576, -1.728245, 16.064812 
26, 5.947930, -1.594033, 16.827917 
27, 5.845751, -1.536935, 17.473303 
28, 5.970611, -1.303933, 17.972061 
29, 6.043526, -1.199146, 18.344776 
30, 0.944510, -0.328482, 0.000000 
31, 0.966420, -0.359243, 1.734012 
32, 1.014528, -0.377248, 3.620664 
33, 1.059247, -0.390944, 5.472231 
34, 1.108570, -0.406660, 7.361506 
35, 0.972433, -0.354330, 9.269204 
36, 1.023818, -0.369612, 11.171990 
37, 4.261723, -1.380861, 12.743603 
38, 5.793956, -2.613832, 14.211611 
39, 5.880351, -1.602888, 15.300143 
40, 5.867949, -1.495159, 16.177797 
41, 6.002217, -1.375571, 16.946270 
42, 5.896321, -1.329800, 17.596193 
43, 6.007434, -1.122126, 18.098459 
44, 6.074260, -1.032245, 18.473797 
45, 0.965800, -0.259287, 0.000000 
46, 0.990479, -0.286312, 1.746668 
47, 1.039648, -0.301190, 3.647089 
48, 1.085055, -0.312246, 5.512169 
49, 1.134998, -0.325700, 7.415231 
50, 0.995082, -0.284584, 9.336853 
51, 1.047192, -0.296994, 11.253527 
52, 4.361879, -1.099507, 12.836609 
53, 5.393507, -2.032174, 14.315331 
54, 5.958100, -1.301484, 15.411807 
55, 5.932349, -1.214726, 16.295866 
56, 6.056360, -1.113245, 17.069946 
57, 5.946932, -1.081190, 17.724615 
58, 6.044038, -0.904456, 18.230547 
59, 6.104824, -0.832635, 18.608624 
60, 0.983113, -0.183002, 0.000000 
61, 1.010295, -0.205734, 1.759598 
62, 1.060388, -0.217165, 3.674088 
63, 1.106376, -0.225332, 5.552975 
64, 1.156914, -0.236326, 7.470126 
65, 1.013937, -0.207625, 9.405973 
66, 1.066664, -0.216898, 11.336835 
67, 4.646083, -0.822259, 12.931637 
68, 5.527724, -1.660128, 14.421306 
69, 6.024743, -0.971597, 15.525900 
70, 5.986877, -0.908639, 16.416502 
71, 6.101980, -0.827435, 17.196314 
72, 5.989841, -0.810425, 17.855829 
73, 6.074726, -0.667933, 18.365505 
74, 6.130479, -0.615946, 18.746382 
75, 0.995741, -0.092198, 0.000000 
76, 1.025185, -0.109631, 1.791646 
77, 1.076060, -0.116951, 3.741004 
78, 1.122511, -0.121700, 5.654112 
79, 1.173651, -0.129784, 7.606180 
80, 1.028466, -0.115906, 9.577286 
81, 1.081694, -0.121469, 11.543314 
82, 4.921208, -0.449331, 13.167163 
83, 5.652318, -1.212915, 14.683963 
84, 6.079593, -0.580696, 15.808675 
85, 6.030692, -0.546887, 16.715498 
86, 6.138286, -0.490159, 17.509512 
87, 6.024443, -0.490981, 18.181040 
88, 6.098916, -0.389437, 18.699999 
89, 6.150759, -0.361003, 19.087811 
90, 0.999832, 0.018339, 0.000000 
91, 1.031002, 0.007558, 1.806105 
92, 1.082384, 0.005264, 3.771195 
93, 1.129079, 0.004671, 5.699741 
94, 1.180805, 0.000141, 7.667563 
95, 1.034968, -0.004053, 9.654576 
96, 1.088481, -0.005108, 11.636471 
97, 4.969639, 0.051924, 13.273424 
98, 5.953122, -0.683968, 14.802465 
99, 6.112006, -0.105106, 15.936254 
100, 6.054478, -0.107838, 16.850395 
101, 6.157289, -0.081274, 17.650818 
102, 6.043527, -0.103738, 18.327765 
103, 6.111112, -0.052340, 18.850910 
104, 6.161120, -0.052570, 19.241854 
105, 0.989468, 0.144749, 0.000000 
106, 1.021240, 0.141744, 1.830571 
107, 1.072607, 0.145250, 3.822282 
108, 1.119157, 0.149430, 5.776954 
109, 1.171361, 0.149048, 7.771432 
